,mov_href,mov_title,mov_year,mov_type,mov_rating
1781,tt4967358,GameStar: Die Redaktion,2005.0,1,7.3
1782,tt0407658,The Chronicles of Riddick: Dark Fury,2004.0,4,6.6
1783,tt0296572,The Chronicles of Riddick,2004.0,0,6.7
1784,tt0405833,The Chronicles of Riddick: Escape from Butcher Bay,2004.0,8,8.6
1785,tt0266465,A Man Apart,2003.0,0,6.1
1786,tt0295701,xXx,2002.0,0,5.9
1787,tt0211465,Knockaround Guys,2001.0,0,6.1
1788,tt0232500,The Fast and the Furious,2001.0,0,6.8
1789,tt0134847,Pitch Black,2000.0,0,7.1
1790,tt0181984,Boiler Room,2000.0,0,7.0
1791,tt0366620,The Chronicles of Riddick: Into Pitch Black,2000.0,2,6.6
1792,tt0129167,The Iron Giant,1999.0,0,8.0
1793,tt0149171,Strays,1997.0,0,5.6
1794,tt0226168,Multi-Facial,1995.0,6,7.5
1795,tt15398776,Oppenheimer,2023.0,0,
1796,tt4244994,The Last Duel,2021.0,0,7.5
1797,tt10696896,Stillwater,2021.0,0,6.6
1798,tt11525644,No Sudden Move,2021.0,0,6.5
1799,tt6521876,Jay and Silent Bob Reboot,2019.0,0,5.7
1800,tt7153766,Unsane,2018.0,0,6.4
1801,tt14279324,Jimmy Kimmel's the Terrific Ten,2017.0,6,5.2
1802,tt3501632,Thor: Ragnarok,2017.0,0,7.9
1803,tt0491175,Suburbicon,2017.0,0,5.7
1804,tt1389072,Downsizing,2017.0,0,5.7
1805,tt2034800,The Great Wall,2016.0,0,5.9
1806,tt4196776,Jason Bourne,2016.0,0,6.6
1807,tt5364898,The Martian VR Experience,2016.0,6,7.2
1808,tt3659388,The Martian,2015.0,0,8.0
1809,tt5520670,Ares III: The Right Stuff,2015.0,4,7.1
1810,tt5520656,Ares III: Farewell,2015.0,4,7.2
1811,tt0320037,Jimmy Kimmel Live!,2014.0,1,6.4
1812,tt0816692,Interstellar,2014.0,0,8.6
1813,tt2177771,The Monuments Men,2014.0,0,6.1
1814,tt2333804,The Zero Theorem,2013.0,0,6.1
1815,tt1535108,Elysium,2013.0,0,6.6
1816,tt14786186,(I Wanna) Channing All Over Your Tatum,2013.0,6,7.2
1817,tt1291580,Behind The Candelabra,2013.0,0,7.0
1818,tt1797404,House of Lies,2013.0,1,7.4
1819,tt2091473,Promised Land,2012.0,0,6.6
1820,tt1389137,We Bought a Zoo,2011.0,0,7.1
1821,tt0466893,Margaret,2011.0,0,6.5
1822,tt1598778,Contagion,2011.0,0,6.8
1823,tt1385826,The Adjustment Bureau,2011.0,0,7.0
1824,tt1403865,True Grit,2010.0,0,7.6
1825,tt1212419,Hereafter,2010.0,0,6.4
1826,tt0947810,Green Zone,2010.0,0,6.8
1827,tt1792654,Cubed,2009.0,1,2.9
1828,tt0387199,Entourage,2007.0,1,8.4
1829,tt1130080,The Informant!,2009.0,0,6.4
1830,tt0876563,Ponyo,2008.0,0,7.7
1831,tt0374569,Che: Part Two,2008.0,0,6.9
1832,tt0481797,Youth Without Youth,2007.0,0,6.2
1833,tt0169414,Arthur,2007.0,9,7.3
1834,tt0440963,The Bourne Ultimatum,2007.0,0,8.0
1835,tt0365737,Syriana,2005.0,0,6.9
1836,tt0355295,The Brothers Grimm,2005.0,0,5.9
1837,tt0275140,Law & Order: Criminal Intent,2005.0,1,7.4
1838,tt0372183,The Bourne Supremacy,2004.0,0,7.7
1839,tt0300051,Jersey Girl,2004.0,0,6.2
1840,tt0356150,EuroTrip,2004.0,0,6.6
1841,tt0338466,Stuck on You,2003.0,0,5.7
1842,tt0285341,The Bernie Mac Show,2002.0,1,7.1
1843,tt0258463,The Bourne Identity,2002.0,0,7.9
1844,tt0202623,The Third Wheel,2002.0,0,5.4
1845,tt0166813,Spirit: Stallion of the Cimarron,2002.0,0,7.2
1846,tt0157246,Will & Grace,2002.0,1,7.2
1847,tt0302674,Gerry,2002.0,0,6.1
1848,tt0268995,The Majestic,2001.0,0,6.9
1849,tt0261392,Jay and Silent Bob Strike Back,2001.0,0,6.8
1850,tt0149624,All the Pretty Horses,2000.0,0,5.8
1851,tt0120913,Titan A.E.,2000.0,0,6.6
1852,tt0134119,The Talented Mr. Ripley,1999.0,0,7.4
1853,tt0120655,Dogma,1999.0,0,7.3
1854,tt0119217,Good Will Hunting,1997.0,0,8.3
1855,tt0119978,The Rainmaker,1997.0,0,7.2
1856,tt0118842,Chasing Amy,1997.0,0,7.2
1857,tt0116422,Glory Daze,1995.0,0,5.6
1858,tt0113196,The Good Old Boys,1995.0,2,6.5
1859,tt0107004,Geronimo: An American Legend,1993.0,0,6.5
1860,tt0105327,School Ties,1992.0,0,6.9
1861,tt0100497,Rising Son,1990.0,2,5.9
1862,tt0097351,Field of Dreams,1989.0,0,7.5
1863,tt0095238,The Good Mother,1988.0,0,5.7
1864,tt0095690,Mystic Pizza,1988.0,0,6.3
1865,tt13009046,The Making Of,,0,
1866,tt8049666,MotherFatherSon,2019.0,3,6.8
1867,tt5706370,Three Christs,2017.0,0,6.1
1868,tt3203620,The Dinner,2017.0,0,4.5
1869,tt4191702,Norman,2016.0,0,6.1
1870,tt3165630,The Benefactor,2015.0,0,5.1
1871,tt2555736,The Second Best Exotic Marigold Hotel,2015.0,0,6.6
1872,tt3505712,Time Out of Mind,2014.0,0,5.7
1873,tt1460798,Henry & Me,2014.0,0,6.1
1874,tt2395695,Cosmos: A Spacetime Odyssey,2014.0,13,9.3
1875,tt1764183,Arbitrage,2012.0,0,6.6
1876,tt1646980,The Double,2011.0,0,5.9
1877,tt1129445,Amelia,2009.0,0,5.8
1878,tt1028532,Hachi: A Dog's Tale,2009.0,0,8.1
1879,tt1210042,Brooklyn's Finest,2009.0,0,6.7
1880,tt0956038,Nights in Rodanthe,2008.0,0,6.0
1881,tt0455782,The Hunting Party,2007.0,0,6.8
1882,tt0473356,The Flock,2007.0,0,5.7
1883,tt0462338,The Hoax,2006.0,0,6.7
1884,tt0387059,Bee Season,2005.0,0,5.5
1885,tt0358135,Shall We Dance,2004.0,0,6.1
1886,tt0299658,Chicago,2002.0,0,7.2
1887,tt0250797,Unfaithful,2002.0,0,6.7
1888,tt0265349,The Mothman Prophecies,2002.0,0,6.4
1889,tt0205271,Dr. T & the Women,2000.0,0,4.6
1890,tt0174480,Autumn in New York,2000.0,0,5.7
1891,tt0163187,Runaway Bride,1999.0,0,5.6
1892,tt0119994,Red Corner,1997.0,0,6.3
1893,tt0110146,Intersection,1994.0,0,5.4
1894,tt0107611,Mr. Jones,1993.0,0,5.8
1895,tt0106273,And the Band Played On,1993.0,2,7.8
1896,tt0108185,Sommersby,1993.0,0,6.2
1897,tt0104265,Final Analysis,1992.0,0,5.9
1898,tt0101991,Rhapsody in August,1991.0,0,7.2
1899,tt0100405,Pretty Woman,1990.0,0,7.1
1900,tt0099850,Internal Affairs,1990.0,0,6.5
1901,tt0095640,Miles from Home,1988.0,0,5.7
1902,tt0091637,No Mercy,1986.0,0,5.7
1903,tt0089420,King David,1985.0,0,5.3
1904,tt0085236,Beyond the Limit,1983.0,0,5.7
1905,tt0085276,Breathless,1983.0,0,5.9
1906,tt0084434,An Officer and a Gentleman,1982.0,0,7.0
1907,tt0080365,American Gigolo,1980.0,0,6.3
1908,tt0080157,Yanks,1979.0,0,6.4
1909,tt0078878,Bloodbrothers,1978.0,0,5.8
1910,tt0077405,Days of Heaven,1978.0,0,7.8
1911,tt0076327,Looking for Mr. Goodbar,1977.0,0,6.7
1912,tt0074173,Baby Blue Marine,1976.0,0,6.1
1913,tt0073758,Strike Force,1975.0,2,3.9
1914,tt0073620,Report to the Commissioner,1975.0,0,6.6
1915,tt0459230,Chelsea D.H.O.,1973.0,2,4.9
1916,tt14203572,Monsieur Spade,,1,
1917,tt13002242,Lui,2021.0,0,4.9
1918,tt3319460,Lisey's Story,2021.0,3,5.9
1919,tt12784484,Romantic Guide to Lost Places,2020.0,0,5.6
1920,tt0264235,Curb Your Enthusiasm,2020.0,1,8.7
1921,tt1657517,The Song of Names,2019.0,0,6.5
1922,tt1833116,The Informer,2019.0,0,6.6
1923,tt5397194,Anon,2018.0,0,6.1
1924,tt5690810,Ophelia,2018.0,0,6.6
1925,tt2239822,Valerian and the City of a Thousand Planets,2017.0,0,6.5
1926,tt6223260,Killer in Red,2017.0,6,6.5
1927,tt6078822,The Escape,2016.0,6,6.9
1928,tt4210080,The Confirmation,2016.0,0,6.4
1929,tt2937900,The Knick,2014.0,1,8.5
1930,tt2380331,Words and Pictures,2013.0,0,6.6
1931,tt1747958,Blood Ties,2013.0,0,6.5
1932,tt0423455,Hemingway & Gellhorn,2012.0,2,6.3
1933,tt1770734,Shadow Dancer,2012.0,0,6.2
1934,tt1634121,Intruders,2011.0,0,5.4
1935,tt1529572,Trust,2010.0,0,6.9
1936,tt0926380,The Boys Are Back,2009.0,0,6.8
1937,tt1135487,Duplicity,2009.0,0,6.2
1938,tt0963178,The International,2009.0,0,6.5
1939,tt3225478,Lancôme: Hypnôse Parfum Homme,2007.0,17,5.4
1940,tt0414055,Elizabeth: The Golden Age,2007.0,0,6.8
1941,tt0465602,Shoot 'Em Up,2007.0,0,6.6
1942,tt0206634,Children of Men,2006.0,0,7.9
1943,tt0383216,The Pink Panther,2006.0,0,5.7
1944,tt0398017,Derailed,2005.0,0,6.6
1945,tt0376541,Closer,2004.0,0,7.2
1946,tt0349683,King Arthur,2004.0,0,6.3
1947,tt12958702,The Hire,2003.0,6,7.4
1948,tt0294357,Beyond Borders,2003.0,0,6.5
1949,tt0319531,I'll Sleep When I'm Dead,2003.0,0,5.8
1950,tt5564586,Gosford Park: Deleted Scenes,2002.0,4,7.9
1951,tt0340398,Ticker,2002.0,6,7.6
1952,tt0338768,Beat the Devil,2002.0,6,7.4
1953,tt0338111,Hostage,2002.0,6,7.3
1954,tt0280707,Gosford Park,2001.0,0,7.2
1955,tt0285930,Powder Keg,2001.0,6,7.6
1956,tt0286151,Star,2001.0,6,7.7
1957,tt0285104,The Follow,2001.0,6,7.4
1958,tt0283994,Chosen,2001.0,6,6.9
1959,tt0283875,Ambush,2001.0,6,7.1
1960,tt0282947,Second Sight: Hide and Seek,2000.0,2,7.4
1961,tt0286056,Second Sight: Kingdom of the Blind,2000.0,2,7.6
1962,tt0284462,Second Sight: Parasomnia,2000.0,2,7.4
1963,tt0203540,Greenfingers,2000.0,0,6.8
1964,tt0187489,Second Sight,1999.0,2,7.3
1965,tt0209809,Split Second,1999.0,2,6.3
1966,tt0182065,The Echo,1998.0,3,6.7
1967,tt0159382,Croupier,1998.0,0,7.1
1968,tt0118698,Bent,1997.0,0,7.2
1969,tt0131684,Sharman,1996.0,1,7.7
1970,tt0117391,Privateer 2: The Darkening,1996.0,8,8.3
1971,tt0117473,The Rich Man's Wife,1996.0,0,5.2
1972,tt0297626,Screen Two,1995.0,1,6.3
1973,tt0111518,The Turnaround,1995.0,0,7.2
1974,tt0110977,The Return of the Native,1994.0,2,6.1
1975,tt0109752,An Evening with Gary Lineker,1994.0,2,6.5
1976,tt0110683,Nobody's Children,1994.0,2,6.7
1977,tt0137090,The Magician,1993.0,2,6.4
1978,tt0106537,Century,1993.0,0,6.1
1979,tt0106578,Class of '61,1993.0,2,5.5
1980,tt0101595,Close My Eyes,1991.0,0,6.3
1981,tt0098766,Chancer,1990.0,1,7.7
1982,tt0100056,Lorna Doone,1990.0,2,5.8
1983,tt0098117,Precious Bane,1989.0,2,8.4
1984,tt0096405,Vroom,1988.0,0,5.4
1985,tt0090400,Boon,1988.0,1,6.4
1986,tt0092438,Rockliffe's Babies,1987.0,1,7.3
1987,tt14109724,Ticket to Paradise,2022.0,0,
1988,tt10539608,The Midnight Sky,2020.0,0,5.6
1989,tt0093119,Grizzly II: Revenge,2020.0,0,3.2
1990,tt5056196,Catch-22,2019.0,3,7.8
1991,tt2241351,Money Monster,2016.0,0,6.5
1992,tt0475290,"Hail, Caesar!",2016.0,0,6.3
1993,tt4537842,A Very Murray Christmas,2015.0,16,5.5
1994,tt1964418,Tomorrowland,2015.0,0,6.4
1995,tt1454468,Gravity,2013.0,0,7.7
1996,tt1033575,The Descendants,2011.0,0,7.3
1997,tt1124035,The Ides of March,2011.0,0,7.1
1998,tt1440728,The American,2010.0,0,6.3
1999,tt0432283,Fantastic Mr. Fox,2009.0,0,7.9
2000,tt1193138,Up in the Air,2009.0,0,7.4
2001,tt0108757,ER,1994.0,1,7.8
2002,tt0379865,Leatherheads,2008.0,0,6.0
2003,tt0465538,Michael Clayton,2007.0,0,7.2
2004,tt0452624,The Good German,2006.0,0,6.0
2005,tt0433383,"Good Night, and Good Luck.",2005.0,0,7.4
2006,tt0138524,Intolerable Cruelty,2003.0,0,6.2
2007,tt0307479,Solaris,2002.0,0,6.2
2008,tt0271259,Welcome to Collinwood,2002.0,0,6.4
2009,tt0227538,Spy Kids,2001.0,0,5.5
2010,tt0177971,The Perfect Storm,2000.0,0,6.4
2011,tt0190590,"O Brother, Where Art Thou?",2000.0,0,7.7
2012,tt0235376,Fail Safe,2000.0,2,7.4
2013,tt0120188,Three Kings,1999.0,0,7.1
2014,tt0289670,The Book That Wrote Itself,1999.0,0,4.6
2015,tt0158983,"South Park: Bigger, Longer & Uncut",1999.0,0,7.7
2016,tt0120780,Out of Sight,1998.0,0,7.0
2017,tt0094514,Murphy Brown,1998.0,1,6.8
2018,tt0158353,Waiting for Woody,1998.0,6,6.3
2019,tt0119874,The Peacemaker,1997.0,0,6.0
2020,tt0121955,South Park,1997.0,1,8.7
2021,tt0117247,One Fine Day,1996.0,0,6.5
2022,tt0116367,From Dusk Till Dawn,1996.0,0,7.2
2023,tt0101199,Sisters,1993.0,1,7.5
2024,tt0107084,The Harvest,1993.0,0,5.4
2025,tt0105964,The Building,1993.0,1,6.5
2026,tt0103374,Bodies of Evidence,1992.0,1,6.3
2027,tt0108580,Without Warning: Terror in the Towers,1993.0,2,4.3
2028,tt0105685,Unbecoming Age,1992.0,0,4.3
2029,tt0098916,Sunset Beat,1990.0,1,4.1
2030,tt0103449,Jack's Place,1992.0,1,6.8
2031,tt0395731,Rewrite for Murder,1991.0,2,4.6
2032,tt0101041,Baby Talk,1991.0,1,4.2
2033,tt0369630,Knights of the Kitchen Table,1990.0,2,4.1
2034,tt0100468,Red Surf,1989.0,0,3.7
2035,tt10772384,Hot Prospects,1989.0,2,
2036,tt0095989,Return of the Killer Tomatoes!,1988.0,0,5.2
2037,tt0092392,The Law and Harry McGraw,1987.0,1,7.8
2038,tt0927586,Bennett Brothers,1987.0,2,4.6
2039,tt0088526,The Golden Girls,1987.0,1,8.0
2040,tt0086765,"Murder, She Wrote",1984.0,1,7.0
2041,tt0093854,Return to Horror High,1987.0,0,4.3
2042,tt0086734,Hunter,1987.0,1,6.9
2043,tt0078610,The Facts of Life,1985.0,1,6.8
2044,tt0090865,Combat High,1986.0,2,5.4
2045,tt0090533,Throb,1986.0,1,6.9
2046,tt0086691,Crazy Like a Fox,1985.0,1,7.0
2047,tt0086704,E/R,1984.0,1,7.2
2048,tt0088618,Street Hawk,1985.0,1,6.8
2049,tt0086789,Riptide,1984.0,1,6.8
2050,tt1205428,And They're Off,1982.0,0,5.6
2051,tt0076993,Centennial,1978.0,3,8.3
2052,tt6111598,Every Other Weekend,,0,
2053,tt11242358,Leo from Toledo,,0,
2054,tt3954936,Boys of Summer,2022.0,0,
2055,tt6486762,The Continental,2022.0,3,
2056,tt15690300,Hot Seat,,0,
2057,tt14824590,On the Line,,0,
2058,tt14439896,Stu,,0,
2059,tt9853500,Bandit,2022.0,0,
2060,tt4029412,Panama,2022.0,0,
2061,tt14168394,Agent Game,,0,
2062,tt9244554,Last Looks,2021.0,0,
2063,tt3876910,Dangerous,2021.0,0,5.0
2064,tt10310140,Fatman,2020.0,0,5.9
2065,tt10308928,Force of Nature,2020.0,0,4.5
2066,tt7638348,Boss Level,2020.0,0,6.8
2067,tt5932728,The Professor and the Madman,2019.0,0,7.3
2068,tt6491178,Dragged Across Concrete,2018.0,0,6.9
2069,tt5657846,Daddy's Home 2,2017.0,0,6.0
2070,tt3647498,Blood Father,2016.0,0,6.4
2071,tt2002718,Machete Kills,2013.0,0,5.6
2072,tt1567609,Get the Gringo,2012.0,0,7.0
2073,tt2113789,The Brain Storm,2011.0,6,5.2
2074,tt1321860,The Beaver,2011.0,0,6.6
2075,tt1226273,Edge of Darkness,2010.0,0,6.6
2076,tt0411024,Complete Savages,2004.0,1,7.5
2077,tt0338325,Paparazzi,2004.0,0,5.7
2078,tt0314676,The Singing Detective,2003.0,0,5.5
2079,tt4056200,The Simpsons Film Festival,2002.0,5,7.5
2080,tt0286106,Signs,2002.0,0,6.7
2081,tt0277434,We Were Soldiers,2002.0,0,7.2
2082,tt1954966,The Quest for Captain Kidd,2001.0,2,6.6
2083,tt0207201,What Women Want,2000.0,0,6.4
2084,tt0187393,The Patriot,2000.0,0,7.2
2085,tt0120630,Chicken Run,2000.0,0,7.0
2086,tt0120753,The Million Dollar Hotel,2000.0,0,5.9
2087,tt0120784,Payback,1999.0,0,7.1
2088,tt0122151,Lethal Weapon 4,1998.0,0,6.6
2089,tt0119095,FairyTale: A True Story,1997.0,0,6.5
2090,tt0118883,Conspiracy Theory,1997.0,0,6.7
2091,tt0119109,Fathers' Day,1997.0,0,5.3
2092,tt0117438,Ransom,1996.0,0,6.7
2093,tt0112642,Casper,1995.0,0,6.1
2094,tt0112573,Braveheart,1995.0,0,8.3
2095,tt12174376,The Maverick Choir: Amazing Grace,1994.0,14,7.0
2096,tt0110478,Maverick,1994.0,0,7.0
2097,tt0107501,The Man Without a Face,1993.0,0,6.7
2098,tt0290161,The Chili Con Carne Club,1993.0,6,4.1
2099,tt0104291,Forever Young,1992.0,0,6.3
2100,tt0104714,Lethal Weapon 3,1992.0,0,6.7
2101,tt0099726,Hamlet,1990.0,0,6.7
2102,tt0099005,Air America,1990.0,0,5.8
2103,tt0099141,Bird on a Wire,1990.0,0,6.0
2104,tt0097733,Lethal Weapon 2,1989.0,0,7.2
2105,tt0096244,Tequila Sunrise,1988.0,0,6.1
2106,tt0093409,Lethal Weapon,1987.0,0,7.6
2107,tt0089530,Mad Max Beyond Thunderdome,1985.0,0,6.3
2108,tt0087751,Mrs. Soffel,1984.0,0,6.1
2109,tt0088007,The River,1984.0,0,6.3
2110,tt0086993,The Bounty,1984.0,0,7.1
2111,tt0086617,The Year of Living Dangerously,1982.0,0,7.1
2112,tt0082694,Mad Max 2: The Road Warrior,1981.0,0,7.6
2113,tt0900891,Tickled Pink,1981.0,1,5.8
2114,tt0082432,Gallipoli,1981.0,0,7.4
2115,tt0083591,Attack Force Z,1981.0,0,5.5
2116,tt0081920,Punishment,1981.0,1,7.1
2117,tt0080513,The Chain Reaction,1980.0,0,5.4
2118,tt0080024,Tim,1979.0,0,6.4
2119,tt0079501,Mad Max,1979.0,0,6.9
2120,tt3238528,The Hero,1979.0,17,7.2
2121,tt0082201,Cop Shop,1979.0,1,7.6
2122,tt0075281,The Sullivans,1978.0,1,6.9
2123,tt0076780,Summer City,1977.0,0,4.2
2124,tt13392388,The Things They Carried,,0,
2125,tt4575512,Mad Max: The Wasteland,,0,
2126,tt6659386,War Party,,0,
2127,tt14123284,Havoc,2022.0,0,
2128,tt2442560,Peaky Blinders,2014.0,1,8.8
2129,tt7097896,Venom: Let There Be Carnage,2021.0,0,6.1
2130,tt6199572,Capone,2020.0,0,4.7
2131,tt1270797,Venom,2018.0,0,6.7
2132,tt4817296,Sticky,2018.0,1,5.5
2133,tt5013056,Dunkirk,2017.0,0,7.8
2134,tt3647998,Taboo,2017.0,1,8.4
2135,tt3569230,Legend,2015.0,0,6.9
2136,tt3573598,London Road,2015.0,0,5.3
2137,tt1392190,Mad Max: Fury Road,2015.0,0,8.1
2138,tt1014763,Child 44,2015.0,0,6.5
2139,tt1600196,The Drop,2014.0,0,7.1
2140,tt2692904,Locke,2013.0,0,7.1
2141,tt1212450,Lawless,2012.0,0,7.3
2142,tt1596350,This Means War,2012.0,0,6.3
2143,tt1291584,Warrior,2011.0,0,8.1
2144,tt1340800,Tinker Tailor Soldier Spy,2011.0,0,7.1
2145,tt1798247,"Sergeant Slaughter, My Big Brother",2011.0,6,7.1
2146,tt1583943,Perfect,2009.0,6,6.0
2147,tt14585816,Riz MC: Sour Times,2009.0,7,6.9
2148,tt1366321,The Take,2009.0,3,7.8
2149,tt1238834,Wuthering Heights,2009.0,3,7.6
2150,tt1172570,Bronson,2008.0,0,7.1
2151,tt1032755,RocknRolla,2008.0,0,7.3
2152,tt0762137,Sucker Punch,2008.0,0,5.0
2153,tt1065309,Oliver Twist,2007.0,3,7.4
2154,tt1095408,The Inheritance,2007.0,0,5.7
2155,tt0853153,Stuart: A Life Backwards,2007.0,2,7.8
2156,tt0804552,The Killing Gene,2007.0,0,5.7
2157,tt0865546,Meadowlands,2007.0,1,7.0
2158,tt0790665,Flood,2007.0,0,4.8
2159,tt0475380,Scenes of a Sexual Nature,2006.0,0,6.0
2160,tt0422720,Marie Antoinette,2006.0,0,6.5
2161,tt0770442,A for Andromeda,2006.0,2,5.2
2162,tt0415160,Minotaur,2006.0,0,3.6
2163,tt0481459,The Virgin Queen,2006.0,3,7.5
2164,tt0479760,Sweeney Todd,2006.0,2,6.9
2165,tt1561362,Batter Up,2005.0,4,6.7
2166,tt0487907,Gideon's Daughter,2005.0,2,7.1
2167,tt0415407,Colditz,2005.0,3,6.7
2168,tt0375912,Layer Cake,2004.0,0,7.3
2169,tt0398037,EMR (2004),2004.0,0,5.4
2170,tt0337659,LD 50 Lethal Dose,2003.0,0,4.0
2171,tt0326835,Dot the I,2003.0,0,6.8
2172,tt0258816,The Reckoning,2002.0,0,6.5
2173,tt0253754,Star Trek: Nemesis,2002.0,0,6.4
2174,tt0313608,Deserter,2002.0,0,5.4
2175,tt0265086,Black Hawk Down,2001.0,0,7.7
2176,tt5947410,Get a Grip,2001.0,6,6.3
2177,tt5947420,Tommaso,2001.0,6,5.6
2178,tt1341188,How Do You Know,2010.0,0,5.4
2179,tt0381851,The 76th Annual Academy Awards,2004.0,16,6.7
2180,tt0305224,Anger Management,2003.0,0,6.2
2181,tt0257360,About Schmidt,2002.0,0,7.1
2182,tt0237572,The Pledge,2001.0,0,6.8
2183,tt0119822,As Good as It Gets,1997.0,0,7.7
2184,tt0116996,Mars Attacks!,1996.0,0,6.4
2185,tt0116240,The Evening Star,1996.0,0,5.9
2186,tt0115710,Blood and Wine,1996.0,0,6.0
2187,tt0112744,The Crossing Guard,1995.0,0,6.3
2188,tt0111742,Wolf,1994.0,0,6.2
2189,tt0104427,Hoffa,1992.0,0,6.6
2190,tt0104804,Man Trouble,1992.0,0,4.7
2191,tt0100828,The Two Jakes,1990.0,0,6.2
2192,tt0096895,Batman,1989.0,0,7.5
2193,tt0093277,Ironweed,1987.0,0,6.7
2194,tt0092699,Broadcast News,1987.0,0,7.2
2195,tt0291145,Elephant's Child,1987.0,2,8.0
2196,tt0094332,The Witches of Eastwick,1987.0,0,6.6
2197,tt0089841,Prizzi's Honor,1985.0,0,6.7
2198,tt0086425,Terms of Endearment,1983.0,0,7.4
2199,tt0083678,The Border,1982.0,0,6.4
2200,tt0082979,Reds,1981.0,0,7.3
2201,tt0082934,The Postman Always Rings Twice,1981.0,0,6.6
2202,tt0081505,The Shining,1980.0,0,8.4
2203,tt0077621,Goin' South,1978.0,0,6.2
2204,tt0074906,The Missouri Breaks,1976.0,0,6.5
2205,tt0073486,One Flew Over the Cuckoo's Nest,1975.0,0,8.7
2206,tt0073008,The Fortune,1975.0,0,5.7
2207,tt0073812,Tommy,1975.0,0,6.6
2208,tt0073580,The Passenger,1975.0,0,7.6
2209,tt0071315,Chinatown,1974.0,0,8.2
2210,tt0070290,The Last Detail,1973.0,0,7.5
2211,tt0068805,The King of Marvin Gardens,1972.0,0,6.5
2212,tt0067699,A Safe Place,1971.0,0,5.1
2213,tt0066892,Carnal Knowledge,1971.0,0,7.0
2214,tt12054702,Walt Whitman: Poet for a New Age,1971.0,6,7.9
2215,tt0065724,Five Easy Pieces,1970.0,0,7.4
2216,tt0066181,On a Clear Day You Can See Forever,1970.0,0,6.4
2217,tt0066286,The Rebel Rousers,1970.0,0,4.1
2218,tt0064276,Easy Rider,1969.0,0,7.3
2219,tt0063049,Head,1968.0,0,6.5
2220,tt0063469,Psych-Out,1968.0,0,6.0
2221,tt0053479,The Andy Griffith Show,1966.0,1,8.3
2222,tt0061259,The Guns of Will Sonnett,1967.0,1,7.7
2223,tt0062301,The St. Valentine's Day Massacre,1967.0,0,6.7
2224,tt0061758,Hells Angels on Wheels,1967.0,0,5.2
2225,tt0059653,Ride in the Whirlwind,1966.0,0,6.5
2226,tt0062262,The Shooting,1966.0,0,6.6
2227,tt0054535,Dr. Kildare,1966.0,1,7.0
2228,tt0057864,Back Door to Hell,1964.0,0,5.3
2229,tt0060418,Flight to Fury,1964.0,0,5.6
2230,tt0058060,Ensign Pulver,1964.0,0,5.9
2231,tt0057569,The Terror,1963.0,0,5.0
2232,tt0057449,The Raven,1963.0,0,6.6
2233,tt0885503,Little Amy,1962.0,2,6.6
2234,tt0055811,The Broken Land,1962.0,0,5.1
2235,tt0052472,Hawaiian Eye,1962.0,1,7.9
2236,tt4838638,The Hour of St. Francis,1962.0,9,
2237,tt0051261,Bronco,1961.0,1,7.2
2238,tt0051311,Sea Hunt,1961.0,1,7.6
2239,tt0050066,Tales of Wells Fargo,1961.0,1,7.9
2240,tt0054348,Studs Lonigan,1960.0,0,5.1
2241,tt0053483,The Barbara Stanwyck Show,1960.0,1,8.0
2242,tt0054033,The Little Shop of Horrors,1960.0,0,6.3
2243,tt0054475,The Wild Ride,1960.0,0,4.4
2244,tt0052494,Mr. Lucky,1960.0,1,7.9
2245,tt0054392,Too Soon to Love,1960.0,0,5.2
2246,tt0051500,The Cry Baby Killer,1958.0,0,5.1
2247,tt0047756,Matinee Theatre,1956.0,1,8.0
2248,tt7099280,Needle in a Timestack,2021.0,0,4.4
2249,tt11650736,The Prince,2021.0,1,5.4
2250,tt14898648,Transmissions from the Future,2021.0,6,3.7
2251,tt3833480,The Outpost,2019.0,0,6.8
2252,tt0489974,Carnival Row,2019.0,1,7.8
2253,tt5648036,S.M.A.R.T. Chase,2017.0,0,4.6
2254,tt5886510,Tour de Pharmacy,2017.0,2,7.1
2255,tt5200368,Retaliation,2017.0,0,5.5
2256,tt1734493,Unlocked,2017.0,0,6.3
2257,tt5562056,Easy,2016.0,1,6.9
2258,tt3704416,Digging for Fire,2015.0,0,5.8
2259,tt2310332,The Hobbit: The Battle of the Five Armies,2014.0,0,7.4
2260,tt3466476,Romeo and Juliet,2014.0,0,5.5
2261,tt1170358,The Hobbit: The Desolation of Smaug,2013.0,0,7.8
2262,tt2249221,Zulu,2013.0,0,6.7
2263,tt1509767,The Three Musketeers,2011.0,0,5.7
2264,tt1582271,The Good Doctor,2011.0,0,5.5
2265,tt6715232,Beastie Boys: Make Some Noise,2011.0,7,8.7
2266,tt1792983,LA Phil Live,2011.0,1,6.8
2267,tt1791504,Beastie Boys: Fight for Your Right Revisited,2011.0,6,8.1
2268,tt1365483,Main Street,2010.0,0,4.8
2269,tt1270277,Sympathy for Delicious,2010.0,0,5.7
2270,tt0808399,"New York, I Love You",2008.0,0,6.2
2271,tt0452643,Love and Other Disasters,2006.0,0,6.2
2272,tt0368709,Elizabethtown,2005.0,0,6.4
2273,tt0386504,Haven,2004.0,0,5.8
2274,tt0330111,The Calcium Kid,2004.0,0,5.6
2275,tt0167260,The Lord of the Rings: The Return of the King,2003.0,0,8.9
2276,tt0277941,Ned Kelly,2003.0,0,6.5
2277,tt0167261,The Lord of the Rings: The Two Towers,2002.0,0,8.7
