,mov_href,mov_title,mov_year,mov_type,mov_rating
1302,tt0443543,The Illusionist,2006.0,0,7.6
1303,tt0443409,Stella,2005.0,1,7.9
1304,tt0398027,Down in the Valley,2005.0,0,6.4
1305,tt0320661,Kingdom of Heaven,2005.0,0,7.2
1306,tt0367479,After the Sunset,2004.0,0,6.3
1307,tt0317740,The Italian Job,2003.0,0,7.0
1308,tt0307901,25th Hour,2002.0,0,7.6
1309,tt0289765,Red Dragon,2002.0,0,7.2
1310,tt0120679,Frida,2002.0,0,7.4
1311,tt0266452,Death to Smoochy,2002.0,0,6.3
1312,tt0171433,Keeping the Faith,2000.0,0,6.4
1313,tt8884146,American History X: Deleted Scenes,1998.0,4,8.4
1314,tt0128442,Rounders,1998.0,0,7.3
1315,tt0120586,American History X,1998.0,0,8.5
1316,tt0117318,The People vs. Larry Flynt,1996.0,0,7.3
1317,tt0116242,Everyone Says I Love You,1996.0,0,6.7
1318,tt0117381,Primal Fear,1996.0,0,7.7
1319,tt0947057,Only in America,1994.0,5,6.5
1320,tt14577304,Fortress 2,,0,
1321,tt14686544,White Elephant,,0,
1322,tt15391770,Corrective Measures,2022.0,0,
1323,tt14555174,Die Like Lovers,2022.0,0,
1324,tt14849038,Vendetta,2022.0,0,
1325,tt15837458,The Wrong Place,2022.0,0,
1326,tt14412366,A Day to Die,2022.0,0,
1327,tt14174168,Gasoline Alley,2022.0,0,
1328,tt13496236,American Siege,2021.0,0,
1329,tt14577300,Fortress,2021.0,0,
1330,tt10957044,Deadlock,2021.0,0,3.8
1331,tt1697068,Hair of the Dog,2021.0,0,
1332,tt13265876,Apex,2021.0,0,3.1
1333,tt12861508,Survive the Game,2021.0,0,4.7
1334,tt12528166,Out of Death,2021.0,0,3.2
1335,tt11656220,Midnight in the Switchgrass,2021.0,0,4.4
1336,tt11762434,Cosmic Sin,2021.0,0,2.5
1337,tt9820556,Breach,2020.0,0,3.0
1338,tt13316066,DieHard is Back,2020.0,6,7.3
1339,tt11656172,Hard Kill,2020.0,0,3.3
1340,tt10303324,Survive the Night,2020.0,0,4.1
1341,tt9625664,Trauma Center,2019.0,0,4.2
1342,tt8809652,10 Minutes Gone,2019.0,0,3.6
1343,tt5691552,The Orville,2019.0,1,8.0
1344,tt3513498,The Lego Movie 2: The Second Part,2019.0,0,6.6
1345,tt6823368,Glass,2019.0,0,6.6
1346,tt4743226,Air Strike,2018.0,0,3.2
1347,tt6547170,Reprisal,2018.0,0,4.3
1348,tt1137450,Death Wish,2018.0,0,6.3
1349,tt6684714,Acts of Violence,2018.0,0,5.3
1350,tt5884234,First Kill,2017.0,0,5.0
1351,tt4694544,Once Upon a Time in Venice,2017.0,0,5.3
1352,tt4972582,Split,2016.0,0,7.3
1353,tt3963816,Marauders,2016.0,0,5.5
1354,tt4651410,Precious Cargo,2016.0,0,4.6
1355,tt4382872,Extraction,2015.0,0,4.1
1356,tt3164256,Rock the Kasbah,2015.0,0,5.5
1357,tt3480796,Vice,2015.0,0,4.2
1358,tt1085492,The Prince,2014.0,0,4.6
1359,tt0458481,Sin City: A Dame to Kill For,2014.0,0,6.5
1360,tt1821694,RED 2,2013.0,0,6.6
1361,tt1583421,G.I. Joe: Retaliation,2013.0,0,5.8
1362,tt1606378,A Good Day to Die Hard,2013.0,0,5.3
1363,tt1925431,Fire with Fire,2012.0,0,5.6
1364,tt1276104,Looper,2012.0,0,7.4
1365,tt1366365,The Cold Light of Day,2012.0,0,4.9
1366,tt1132449,Lay the Favorite,2012.0,0,4.8
1367,tt1837673,Nike: The Black Mamba,2011.0,6,7.1
1368,tt1886493,Catch .44,2011.0,0,4.6
1369,tt1748197,Setup,2011.0,0,4.4
1370,tt3529134,Gorillaz Featuring Mos Def and Bobby Womack: Stylo,2010.0,14,7.9
1371,tt1356864,I'm Still Here,2010.0,0,6.2
1372,tt1385867,Cop Out,2010.0,0,5.6
1373,tt0986263,Surrogates,2009.0,0,6.3
1374,tt0106053,Late Show with David Letterman,2009.0,1,6.9
1375,tt1018818,Assassination of a High School President,2008.0,0,6.2
1376,tt3399372,Live Free or Die Hard Gag Reel,2007.0,4,7.4
1377,tt0337978,Live Free or Die Hard,2007.0,0,7.1
1378,tt0457433,Perfect Stranger,2007.0,0,5.7
1379,tt1077258,Planet Terror,2007.0,0,7.0
1380,tt0937397,Hammy's Boomerang Adventure,2006.0,4,6.3
1381,tt0469263,The Astronaut Farmer,2006.0,0,6.3
1382,tt0460792,Fast Food Nation,2006.0,0,6.3
1383,tt0327084,Over the Hedge,2006.0,0,6.7
1384,tt0450232,16 Blocks,2006.0,0,6.6
1385,tt0426883,Alpha Dog,2006.0,0,6.9
1386,tt0165598,That '70s Show,2005.0,1,8.0
1387,tt0401792,Sin City,2005.0,0,8.0
1388,tt0340163,Hostage,2005.0,0,6.5
1389,tt0327247,The Whole Ten Yards,2004.0,0,5.5
1390,tt0305357,Charlie's Angels: Full Throttle,2003.0,0,4.9
1391,tt0337711,Rugrats Go Wild,2003.0,0,5.6
1392,tt0314353,Tears of the Sun,2003.0,0,6.6
1393,tt0328719,True West,2002.0,2,5.8
1394,tt0335126,Grand Champion,2002.0,0,4.1
1395,tt0251114,Hart's War,2002.0,0,6.3
1396,tt0219965,Bandits,2001.0,0,6.5
1397,tt0217869,Unbreakable,2000.0,0,7.3
1398,tt0219854,The Kid,2000.0,0,6.1
1399,tt0190138,The Whole Nine Yards,2000.0,0,6.7
1400,tt0160916,The Story of Us,1999.0,0,6.0
1401,tt0167404,The Sixth Sense,1999.0,0,8.1
1402,tt0120618,Breakfast of Champions,1999.0,0,4.6
1403,tt0118254,Ally McBeal,2000.0,1,6.8
1404,tt0176457,Apocalypse,1998.0,8,7.3
1405,tt0377917,The Fifth Element,1998.0,8,7.6
1406,tt0120591,Armageddon,1998.0,0,6.7
1407,tt0120749,Mercury Rising,1998.0,0,6.1
1408,tt0119395,The Jackal,1997.0,0,6.4
1409,tt0115118,Bruno the Kid,1996.0,1,6.4
1410,tt0103484,Mad About You,1997.0,1,6.7
1411,tt0119116,The Fifth Element,1997.0,0,7.7
1412,tt0297040,Bruno the Kid: The Animated Movie,1996.0,5,6.0
1413,tt0115641,Beavis and Butt-Head Do America,1996.0,0,6.8
1414,tt0116830,Last Man Standing,1996.0,0,6.4
1415,tt0113101,Four Rooms,1995.0,0,6.8
1416,tt0112864,Die Hard with a Vengeance,1995.0,0,7.6
1417,tt0110684,Nobody's Fool,1994.0,0,7.4
1418,tt11866112,The Muppets: She Drives Me Crazy,1994.0,14,5.7
1419,tt0109456,Color of Night,1994.0,0,5.2
1420,tt0110687,North,1994.0,0,4.5
1421,tt0108238,Striking Distance,1993.0,0,5.9
1422,tt0107659,Loaded Weapon 1,1993.0,0,6.2
1423,tt0104070,Death Becomes Her,1992.0,0,6.6
1424,tt0105151,The Player,1992.0,0,7.5
1425,tt0102266,The Last Boy Scout,1991.0,0,7.0
1426,tt0101453,Billy Bathgate,1991.0,0,5.9
1427,tt0102070,Hudson Hawk,1991.0,0,5.8
1428,tt0102469,Mortal Thoughts,1991.0,0,5.7
1429,tt0099423,Die Hard 2,1990.0,0,7.1
1430,tt0097570,In Country,1989.0,0,5.9
1431,tt0088571,Moonlighting,1985.0,1,7.6
1432,tt0095016,Die Hard,1988.0,0,8.2
1433,tt0096193,Sunset,1988.0,0,5.7
1434,tt0092342,Dolly,1987.0,1,7.3
1435,tt8443610,Bruce Willis: Respect Yourself,1987.0,14,5.8
1436,tt0092666,Blind Date,1987.0,0,6.0
1437,tt0095987,The Return of Bruno,1987.0,2,5.9
1438,tt7731986,Seagram's: At a Bar,1986.0,4,6.0
1439,tt0086759,Miami Vice,1984.0,1,7.5
1440,tt0084855,The Verdict,1982.0,0,7.7
1441,tt0163652,Ein Guru kommt,1980.0,2,6.2
1442,tt0080738,The First Deadly Sin,1980.0,0,5.9
1443,tt4569538,Apostle Paul,,0,
1444,tt3758542,Enzo Ferrari,,0,
1445,tt4807444,The Good Spy,,0,
1446,tt14458442,The Son,2022.0,0,
1447,tt6524350,Big Mouth,2021.0,1,7.9
1448,tt3272066,Reminiscence,2021.0,0,5.9
1449,tt6264654,Free Guy,2021.0,0,7.2
1450,tt12597800,Home Movie: The Princess Bride,2020.0,18,7.5
1451,tt8206668,Bad Education,2019.0,0,7.1
1452,tt6348138,Missing Link,2019.0,0,6.7
1453,tt7074886,The Front Runner,2018.0,0,6.1
1454,tt1485796,The Greatest Showman,2017.0,0,7.6
1455,tt9313612,The Greatest Showman: Come Alive - Live Performance,2017.0,5,8.0
1456,tt3315342,Logan,2017.0,0,8.1
1457,tt3385516,X-Men: Apocalypse,2016.0,0,6.9
1458,tt1083452,Eddie the Eagle,2015.0,0,7.4
1459,tt3332064,Pan,2015.0,0,5.7
1460,tt1823672,Chappie,2015.0,0,6.8
1461,tt2582496,Me and Earl and the Dying Girl,2015.0,0,7.7
1462,tt2692250,Night at the Museum: Secret of the Tomb,2014.0,0,6.2
1463,tt1877832,X-Men: Days of Future Past,2014.0,0,7.9
1464,tt14998914,Chantoozies: Baby It's You,2014.0,7,
1465,tt1392214,Prisoners,2013.0,0,8.1
1466,tt1430132,The Wolverine,2013.0,0,6.7
1467,tt1333125,Movie 43,2013.0,0,4.3
1468,tt1446192,Rise of the Guardians,2012.0,0,7.3
1469,tt0433035,Real Steel,2011.0,0,7.0
1470,tt1349451,Butter,2011.0,0,6.2
1471,tt1541995,Snow Flower and the Secret Fan,2011.0,0,6.1
1472,tt1270798,X-Men: First Class,2011.0,0,7.7
1473,tt1334106,X-Men Origins: Wolverine,2009.0,8,7.9
1474,tt0458525,X-Men Origins: Wolverine,2009.0,0,6.6
1475,tt0455824,Australia,2008.0,0,6.6
1476,tt0800240,Deception,2008.0,0,6.1
1477,tt1191137,Uncle Jonny,2008.0,6,6.3
1478,tt0878801,Viva Laughlin,2007.0,1,3.2
1479,tt0366548,Happy Feet,2006.0,0,6.4
1480,tt0424095,Flushed Away,2006.0,0,6.6
1481,tt0414993,The Fountain,2006.0,0,7.2
1482,tt0457513,Scoop,2006.0,0,6.6
1483,tt0376994,X-Men: The Last Stand,2006.0,0,6.7
1484,tt0807737,X-Men: The Official Game,2006.0,8,6.6
1485,tt0412022,Van Helsing,2004.0,8,6.7
1486,tt0338526,Van Helsing,2004.0,0,6.1
1487,tt0406310,Van Helsing: The London Assignment,2004.0,4,6.1
1488,tt0409026,Making the Grade,2004.0,17,5.8
1489,tt0185704,Standing Room Only,2003.0,6,6.1
1490,tt0290334,X2: X-Men United,2003.0,0,7.4
1491,tt0035423,Kate & Leopold,2001.0,0,6.4
1492,tt0244970,Someone Like You,2001.0,0,6.1
1493,tt0120903,X-Men,2000.0,0,7.4
1494,tt0216048,Oklahoma!,1999.0,2,7.9
1495,tt0212936,Erskineville Kings,1999.0,0,6.5
1496,tt0180037,Paperback Hero,1999.0,0,6.5
1497,tt2329424,Halifax f.p.,1997.0,1,7.2
1498,tt0106136,Snowy River: The McGregor Saga,1994.0,1,7.3
1499,tt0108709,Blue Heelers,1995.0,1,6.9
1500,tt0111927,Correlli,1995.0,3,7.4
1501,tt0106054,Law of the Land,1994.0,1,7.6
1502,tt7405458,A Man Called Ove,,0,
1503,tt2123969,In the Garden of Beasts,,0,
1504,tt14230388,Asteroid City,2022.0,0,
1505,tt4593060,Pinocchio,2022.0,0,
1506,tt3704428,Untitled Elvis Presley Project,2022.0,0,
1507,tt3420504,Finch,2021.0,0,6.9
1508,tt6878306,News of the World,2020.0,0,6.8
1509,tt13143964,Borat Subsequent Moviefilm,2020.0,0,6.6
1510,tt7165904,Big City Greens,2020.0,1,7.2
1511,tt6048922,Greyhound,2020.0,0,7.0
1512,tt3224458,A Beautiful Day in the Neighborhood,2019.0,0,7.3
1513,tt6294822,The Post,2017.0,0,7.2
1514,tt7452910,The David S. Pumpkins Halloween Special,2017.0,17,6.3
1515,tt4287320,The Circle,2017.0,0,5.4
1516,tt3062096,Inferno,2016.0,0,6.2
1517,tt3263904,Sully,2016.0,0,7.4
1518,tt5543284,Maya & Marty,2016.0,1,6.4
1519,tt2980210,A Hologram for the King,2016.0,0,6.1
1520,tt3501590,Ithaca,2015.0,0,5.5
1521,tt3682448,Bridge of Spies,2015.0,0,7.6
1522,tt7094450,Carly Rae Jepsen: I Really Like You,2015.0,14,7.4
1523,tt3473654,Toy Story That Time Forgot,2014.0,17,7.2
1524,tt2140373,Saving Mr. Banks,2013.0,0,7.5
1525,tt2446040,Toy Story of Terror,2013.0,17,7.5
1526,tt1535109,Captain Phillips,2013.0,0,7.8
1527,tt2340678,Toy Story Toons: Partysaurus Rex,2012.0,6,7.5
1528,tt1371111,Cloud Atlas,2012.0,0,7.4
1529,tt1746961,Electric City,2012.0,9,6.9
1530,tt0477302,Extremely Loud & Incredibly Close,2011.0,0,6.9
1531,tt2033372,Toy Story Toons: Small Fry,2011.0,6,7.1
1532,tt0115147,The Daily Show,2011.0,1,8.3
1533,tt1583420,Larry Crowne,2011.0,0,6.1
1534,tt1850374,Toy Story Toons: Hawaiian Vacation,2011.0,6,7.3
1535,tt0435761,Toy Story 3,2010.0,0,8.2
1536,tt0374463,The Pacific,2010.0,3,8.3
1537,tt0808151,Angels & Demons,2009.0,0,6.7
1538,tt0460810,The Great Buck Howard,2008.0,0,6.4
1539,tt0472062,Charlie Wilson's War,2007.0,0,7.0
1540,tt0462538,The Simpsons Movie,2007.0,0,7.3
1541,tt0382625,The Da Vinci Code,2006.0,0,6.6
1542,tt0317219,Cars,2006.0,0,7.1
1543,tt0338348,The Polar Express,2004.0,0,6.6
1544,tt0377057,Elvis Has Left the Building,2004.0,0,5.2
1545,tt0362227,The Terminal,2004.0,0,7.4
1546,tt0335245,The Ladykillers,2004.0,0,6.2
1547,tt0257044,Road to Perdition,2002.0,0,7.7
1548,tt0185906,Band of Brothers,2001.0,3,9.4
1549,tt0162222,Cast Away,2000.0,0,7.8
1550,tt0120689,The Green Mile,1999.0,0,8.6
1551,tt0120363,Toy Story 2,1999.0,0,7.9
1552,tt0128853,You've Got Mail,1998.0,0,6.7
1553,tt0120815,Saving Private Ryan,1998.0,0,8.6
1554,tt0120570,From the Earth to the Moon,1998.0,3,8.6
1555,tt0117887,That Thing You Do!,1996.0,0,6.9
1556,tt0114709,Toy Story,1995.0,0,8.3
1557,tt0112090,The Naked Truth,1995.0,1,6.9
1558,tt0112384,Apollo 13,1995.0,0,7.6
1559,tt0109830,Forrest Gump,1994.0,0,8.8
1560,tt7116194,Bruce Springsteen: Streets of Philadelphia,1994.0,14,7.6
1561,tt0105994,Fallen Angels,1993.0,1,6.5
1562,tt0108160,Sleepless in Seattle,1993.0,0,6.8
1563,tt0104694,A League of Their Own,1992.0,0,7.3
1564,tt0105211,Radio Flyer,1992.0,0,7.0
1565,tt0099892,Joe Versus the Volcano,1990.0,0,5.9
1566,tt0098536,Turner & Hooch,1989.0,0,6.2
1567,tt0096734,The 'Burbs,1989.0,0,6.9
1568,tt0095927,Punchline,1988.0,0,5.9
1569,tt0094737,Big,1988.0,0,7.3
1570,tt11885402,Dan Aykroyd and Tom Hanks: City of Crime,1987.0,14,6.0
1571,tt0092925,Dragnet,1987.0,0,6.0
1572,tt0091019,Every Time We Say Goodbye,1986.0,0,5.9
1573,tt0091653,Nothing in Common,1986.0,0,5.9
1574,tt0091541,The Money Pit,1986.0,0,6.4
1575,tt0090274,Volunteers,1985.0,0,5.5
1576,tt0089543,The Man with One Red Shoe,1985.0,0,5.7
1577,tt0086927,Bachelor Party,1984.0,0,6.3
1578,tt0088161,Splash,1984.0,0,6.3
1579,tt0083413,Family Ties,1983.0,1,7.2
1580,tt0084314,Mazes and Monsters,1982.0,2,4.1
1581,tt0070992,Happy Days,1982.0,1,7.4
1582,tt0077089,Taxi,1982.0,1,7.7
1583,tt0080202,Bosom Buddies,1980.0,1,6.7
1584,tt0075529,The Love Boat,1980.0,1,6.1
1585,tt0080850,He Knows You're Alone,1980.0,0,5.1
1586,tt0851471,Sir Billi,2012.0,0,3.4
1587,tt1105769,Modern Greeks: C.P. Cavafy,2007.0,12,9.3
1588,tt0455566,From Russia with Love,2005.0,8,7.7
1589,tt0311429,The League of Extraordinary Gentlemen,2003.0,0,5.8
1590,tt0181536,Finding Forrester,2000.0,0,7.3
1591,tt0137494,Entrapment,1999.0,0,6.3
1592,tt0145734,Playing by Heart,1998.0,0,7.0
1593,tt0118661,The Avengers,1998.0,0,3.8
1594,tt0116136,DragonHeart,1996.0,0,6.5
1595,tt0113071,First Knight,1995.0,0,6.0
1596,tt0113501,Just Cause,1995.0,0,6.4
1597,tt0109920,A Good Man in Africa,1994.0,0,5.1
1598,tt0107969,Rising Sun,1993.0,0,6.3
1599,tt0104839,Medicine Man,1992.0,0,6.1
1600,tt0102034,Highlander II: The Quickening,1991.0,0,4.2
1601,tt0100530,The Russia House,1990.0,0,6.1
1602,tt0099810,The Hunt for Red October,1990.0,0,7.6
1603,tt0097328,Family Business,1989.0,0,5.7
1604,tt0097576,Indiana Jones and the Last Crusade,1989.0,0,8.2
1605,tt0095613,Memories of Me,1988.0,0,5.7
1606,tt0095897,The Presidio,1988.0,0,6.0
1607,tt0091605,The Name of the Rose,1986.0,0,7.7
1608,tt0091203,Highlander,1986.0,0,7.1
1609,tt0084750,Sword of the Valiant,1984.0,0,4.4
1610,tt0086006,Never Say Never Again,1983.0,0,6.2
1611,tt0083947,Five Days One Summer,1982.0,0,6.2
1612,tt0084920,Wrong Is Right,1982.0,0,5.7
1613,tt0081633,Time Bandits,1981.0,0,7.0
1614,tt0082869,Outland,1981.0,0,6.6
1615,tt0079013,Cuba,1979.0,0,5.6
1616,tt0079550,Meteor,1979.0,0,5.0
1617,tt0079240,The Great Train Robbery,1978.0,0,6.9
1618,tt0075784,A Bridge Too Far,1977.0,0,7.4
1619,tt6164290,Circasia,1976.0,6,6.5
1620,tt0074962,The Next Man,1976.0,0,5.0
1621,tt0075147,Robin and Marian,1976.0,0,6.5
1622,tt0073341,The Man Who Would Be King,1975.0,0,7.8
1623,tt0073906,The Wind and the Lion,1975.0,0,6.9
1624,tt0073796,The Terrorists,1974.0,0,5.6
1625,tt0071877,Murder on the Orient Express,1974.0,0,7.3
1626,tt0070948,Zardoz,1974.0,0,5.9
1627,tt0070468,The Offence,1973.0,0,6.9
1628,tt0066995,Diamonds Are Forever,1971.0,0,6.6
1629,tt0066767,The Anderson Tapes,1971.0,0,6.4
1630,tt0066090,The Molly Maguires,1970.0,0,6.9
1631,tt0067315,The Red Tent,1969.0,0,7.0
1632,tt0297621,ITV Sunday Night Theatre,1972.0,1,6.6
1633,tt0213073,Male of the Species,1969.0,2,8.0
1634,tt0063592,Shalako,1968.0,0,5.6
1635,tt0062512,You Only Live Twice,1967.0,0,6.8
1636,tt0060414,A Fine Madness,1966.0,0,5.7
1637,tt0061139,A New World,1966.0,0,7.1
1638,tt0059800,Thunderball,1965.0,0,7.0
1639,tt0059274,The Hill,1965.0,0,7.9
1640,tt0058150,Goldfinger,1964.0,0,7.7
1641,tt0058329,Marnie,1964.0,0,7.1
1642,tt0058754,Woman of Straw,1964.0,0,6.8
1643,tt0057076,From Russia with Love,1963.0,0,7.4
1644,tt0055928,Dr. No,1962.0,0,7.2
1645,tt0056197,The Longest Day,1962.0,0,7.8
1646,tt0267267,Anna Karenina,1961.0,2,5.8
1647,tt0055262,Operation Snafu,1961.0,0,5.8
1648,tt0054898,The Frightened City,1961.0,0,6.3
1649,tt4657798,Adventure Story,1961.0,2,6.4
1650,tt0400618,Macbeth,1961.0,2,6.0
1651,tt0914702,ITV Play of the Week,1956.0,1,7.6
1652,tt0314890,Without the Grail,1960.0,2,6.5
1653,tt0239157,An Age of Kings,1960.0,3,8.3
1654,tt1068663,Riders to the Sea,1960.0,2,6.6
1655,tt0990935,BBC Sunday-Night Play,1960.0,1,8.9
1656,tt0052722,Darby O'Gill and the Little People,1959.0,0,7.2
1657,tt0053334,Tarzan's Greatest Adventure,1959.0,0,6.5
1658,tt0161126,Armchair Theatre,1958.0,1,8.3
1659,tt0326417,Women in Love,1958.0,2,6.3
1660,tt0051364,"Another Time, Another Place",1958.0,0,5.8
1661,tt0441950,ITV Television Playhouse,1957.0,1,8.3
1662,tt0051084,Time Lock,1957.0,0,6.1
1663,tt0050099,Action of the Tiger,1957.0,0,5.0
1664,tt0051713,Hell Drivers,1957.0,0,7.2
1665,tt0989125,BBC Sunday-Night Theatre,1957.0,1,8.1
1666,tt0401749,Blood Money,1957.0,2,7.9
1667,tt0050772,No Road Back,1957.0,0,5.7
1668,tt0042116,The Jack Benny Program,1957.0,1,8.4
1669,tt0050058,Sailor of Fortune,1956.0,1,7.1
1670,tt5061960,The Condemned,1956.0,2,
1671,tt0047728,Dixon of Dock Green,1956.0,1,6.8
1672,tt0369936,Simon,1954.0,6,7.0
1673,tt0048294,Let's Make Up,1954.0,0,5.3
1674,tt7820302,Bright 2,,0,
1675,tt4919268,Bad Boys 4,,0,
1676,tt12312872,Fast and Loose,,0,
1677,tt11012318,The Council,,0,
1678,tt12530246,Emancipation,,0,
1679,tt12193720,This Joka,,1,
1680,tt9620288,King Richard,2021.0,0,7.6
1681,tt13051974,Hormigueddon,2020.0,6,3.7
1682,tt12734466,Will Smith: Prince Ali,2020.0,7,5.7
1683,tt13789088,Will from Home,2020.0,1,5.5
1684,tt1502397,Bad Boys for Life,2020.0,0,6.6
1685,tt5814534,Spies in Disguise,2019.0,0,6.8
1686,tt11429386,Audi Presents: Lunch Break,2019.0,6,6.8
1687,tt1025100,Gemini Man,2019.0,0,5.7
1688,tt10777682,Will Smith: Friend Like Me,2019.0,7,6.3
1689,tt7255568,Student of the Year 2,2019.0,0,2.2
1690,tt6139732,Aladdin,2019.0,0,6.9
1691,tt5519340,Bright,2017.0,0,6.3
1692,tt1386697,Suicide Squad,2016.0,0,5.9
1693,tt3322364,Concussion,2015.0,0,7.1
1694,tt2381941,Focus,2015.0,0,6.6
1695,tt12771922,Neil Cicierega: Vivid Memories Turn to Fantasies (Audio),2014.0,7,7.2
1696,tt1229340,Anchorman 2: The Legend Continues,2013.0,0,6.3
1697,tt1815862,After Earth,2013.0,0,4.8
1698,tt1409024,Men in Black 3,2012.0,0,6.8
1699,tt0814314,Seven Pounds,2008.0,0,7.6
1700,tt0448157,Hancock,2008.0,0,6.4
1701,tt0480249,I Am Legend,2007.0,0,7.2
1702,tt0454921,The Pursuit of Happyness,2006.0,0,8.0
1703,tt6733326,Will Smith: Switch,2005.0,7,6.4
1704,tt8300582,Will Smith: Party Starter,2005.0,7,5.2
1705,tt0386588,Hitch,2005.0,0,6.6
1706,tt0343818,"I, Robot",2004.0,0,7.1
1707,tt0362404,All of Us,2003.0,1,6.0
1708,tt0172156,Bad Boys II,2003.0,0,6.6
1709,tt8300578,Will Smith Feat. Jada Pinkett Smith: 1000 Kisses,2002.0,7,5.5
1710,tt8300568,Will Smith Feat. Christina Vidal & Tra-Knox: Nod Ya Head - The Remix,2002.0,7,5.2
1711,tt0120912,Men in Black II,2002.0,0,6.2
1712,tt4353834,Will Smith Feat. TRÂ-Knox: Black Suits Comin' (Nod Ya Head),2002.0,7,6.6
1713,tt0248667,Ali,2001.0,0,6.8
1714,tt0146984,The Legend of Bagger Vance,2000.0,0,6.7
1715,tt8300518,Will Smith: La fiesta,1999.0,7,4.8
1716,tt8300394,"Will Smith Feat. Biz Markie, Slick Rick: So Fresh",1999.0,7,4.4
1717,tt0120891,Wild Wild West,1999.0,0,4.9
1718,tt6720788,Will Smith: Wild Wild West,1999.0,7,6.1
1719,tt7383472,Will Smith: Miami,1998.0,7,6.5
1720,tt0120660,Enemy of the State,1998.0,0,7.3
1721,tt11402440,Will Smith feat. Turbo: Just the Two of Us (Korean Version),1998.0,7,5.6
1722,tt7263408,Will Smith: Just the Two of Us,1998.0,7,6.2
1723,tt6844106,Will Smith: Men in Black,1997.0,7,7.2
1724,tt6720818,Will Smith: Gettin' Jiggy Wit It,1997.0,7,6.1
1725,tt8300430,Will Smith: Just Cruisin',1997.0,7,5.1
1726,tt0119654,Men in Black,1997.0,0,7.3
1727,tt0116629,Independence Day,1996.0,0,7.0
1728,tt0098800,The Fresh Prince of Bel-Air,1990.0,1,7.9
1729,tt0103488,Martin,1996.0,1,7.4
1730,tt0112442,Bad Boys,1995.0,0,6.9
1731,tt6734288,DJ Jazzy Jeff & the Fresh Prince: Boom! Shake the Room,1993.0,7,6.3
1732,tt0108149,Six Degrees of Separation,1993.0,0,6.8
1733,tt0107478,Made in America,1993.0,0,5.1
1734,tt0105810,Where the Day Takes You,1992.0,0,6.6
1735,tt0101050,Blossom,1991.0,1,6.1
1736,tt6175814,DJ Jazzy Jeff & the Fresh Prince: Summertime,1991.0,7,6.9
1737,tt8300758,Voices That Care: Voices That Care,1991.0,7,5.1
1738,tt0202179,ABC Afterschool Specials,1990.0,1,7.2
1739,tt8300642,Billy Ocean Feat. The Fresh Prince: I Sleep Much Better (In Someone Else's Bed),1989.0,7,4.3
1740,tt6734326,DJ Jazzy Jeff & the Fresh Prince: Brand New Funk,1989.0,7,5.4
1741,tt8300824,The Boys: A Little Romance,1989.0,7,4.2
1742,tt6734318,DJ Jazzy Jeff & the Fresh Prince: I Think I Can Beat Mike Tyson,1989.0,7,5.7
1743,tt6734426,DJ Jazzy Jeff & the Fresh Prince: A Nightmare on My Street,1988.0,7,6.5
1744,tt6734178,DJ Jazzy Jeff & the Fresh Prince: Parents Just Don't Understand,1988.0,7,6.5
1745,tt5218270,Furya,,0,
1746,tt5433140,Fast & Furious 10,2023.0,0,
1747,tt8429660,Muscle,,0,
1748,tt13623136,The Guardians of the Galaxy Holiday Special,2022.0,0,
1749,tt13669522,Ark II,2022.0,8,
1750,tt13673396,ARK: Genesis - Part 2,2021.0,8,2.8
1751,tt5433138,F9: The Fast Saga,2021.0,0,5.2
1752,tt11468188,Fast and Furious Crossroads,2020.0,8,2.4
1753,tt1634106,Bloodshot,2020.0,0,5.7
1754,tt8322592,Fast & Furious Spy Racers,2019.0,1,5.5
1755,tt4154796,Avengers: Endgame,2019.0,0,8.4
1756,tt5848272,Ralph Breaks the Internet,2018.0,0,7.0
1757,tt4154756,Avengers: Infinity War,2018.0,0,8.4
1758,tt7134278,Disneyland Resort: Guardians of the Galaxy - Mission Breakout!,2017.0,4,8.3
1759,tt4630562,The Fate of the Furious,2017.0,0,6.6
1760,tt1293847,xXx: Return of Xander Cage,2017.0,0,5.2
1761,tt2513074,Billy Lynn's Long Halftime Walk,2016.0,0,6.2
1762,tt7537668,CelebriD&D,2015.0,1,7.4
1763,tt5540044,D&Diesel,2015.0,6,8.4
1764,tt1618442,The Last Witch Hunter,2015.0,0,6.0
1765,tt3757982,Fast & Furious: Supercharged,2015.0,4,6.5
1766,tt6706132,Wiz Khalifa feat. Charlie Puth: See You Again,2015.0,7,7.4
1767,tt2820852,Furious 7,2015.0,0,7.1
1768,tt2015381,Guardians of the Galaxy,2014.0,0,8.0
1769,tt1411250,Riddick,2013.0,0,6.4
1770,tt3095416,Riddick: Blindsided,2013.0,6,6.3
1771,tt1905041,Fast & Furious 6,2013.0,0,7.0
1772,tt1596343,Fast Five,2011.0,0,7.3
1773,tt1538503,Los Bandoleros,2009.0,4,5.8
1774,tt1218336,The Chronicles of Riddick: Assault on Dark Athena,2009.0,8,8.2
1775,tt1418290,Wheelman,2009.0,8,6.2
1776,tt1013752,Fast & Furious,2009.0,0,6.6
1777,tt0364970,Babylon A.D.,2008.0,0,5.6
1778,tt0463985,The Fast and the Furious: Tokyo Drift,2006.0,0,6.0
1779,tt0419749,Find Me Guilty,2006.0,0,7.0
1780,tt0395699,The Pacifier,2005.0,0,5.6
