,mg_movie_href,mg_genre_id
1,tt3758162,9
0,tt4633694,14
1,tt4633694,9
2,tt4633694,13
0,tt7295450,1
1,tt7295450,23
0,tt7424200,14
1,tt7424200,9
2,tt7424200,13
0,tt4976192,19
1,tt4976192,9
2,tt4976192,7
0,tt6083648,1
1,tt6083648,18
0,tt6998518,15
1,tt6998518,23
2,tt6998518,9
0,tt10690676,1
1,tt10690676,7
0,tt6143568,1
1,tt6143568,0
0,tt5462326,15
1,tt5462326,2
2,tt5462326,1
0,tt3481634,1
1,tt3481634,7
0,tt5460530,1
1,tt5460530,9
0,tt5580536,19
1,tt5580536,1
2,tt5580536,9
0,tt4382824,2
1,tt4382824,20
0,tt2032572,24
1,tt2032572,9
2,tt2032572,7
0,tt3774114,19
1,tt3774114,20
2,tt3774114,7
0,tt4054654,1
1,tt4054654,9
0,tt3733774,19
1,tt3733774,1
0,tt3733778,15
1,tt3733778,1
0,tt3687398,7
0,tt1274586,1
1,tt1274586,9
2,tt1274586,7
0,tt2467046,23
1,tt2467046,9
2,tt2467046,0
0,tt1552224,1
1,tt1552224,9
2,tt1552224,13
0,tt2401807,19
1,tt2401807,1
2,tt2401807,9
0,tt2382396,19
1,tt2382396,7
0,tt0481499,14
1,tt0481499,2
2,tt0481499,13
0,tt2005374,19
1,tt2005374,1
0,tt1656186,19
1,tt1656186,1
2,tt1656186,9
0,tt1071875,1
1,tt1071875,23
2,tt1071875,9
0,tt1674784,19
1,tt1674784,1
2,tt1674784,7
0,tt1214962,18
1,tt1214962,9
2,tt1214962,7
0,tt1502404,1
1,tt1502404,23
2,tt1502404,9
0,tt0479997,23
1,tt0479997,9
2,tt0479997,13
0,tt0963966,17
1,tt0963966,9
2,tt0963966,13
0,tt1250777,19
1,tt1250777,2
2,tt1250777,9
0,tt0375568,14
1,tt0375568,9
2,tt0375568,13
0,tt1095217,19
1,tt1095217,7
0,tt0436339,14
1,tt0436339,9
2,tt0436339,13
0,tt0448011,0
1,tt0448011,9
2,tt0448011,7
0,tt0814022,19
1,tt0814022,1
2,tt0814022,9
0,tt0465234,18
1,tt0465234,9
2,tt0465234,13
0,tt0435705,1
1,tt0435705,9
2,tt0435705,0
0,tt12409886,15
1,tt12409886,2
2,tt12409886,3
0,tt0462322,15
1,tt0462322,1
2,tt0462322,9
0,tt0259324,1
1,tt0259324,23
2,tt0259324,9
0,tt0450345,15
1,tt0450345,1
2,tt0450345,18
0,tt0469641,24
1,tt0469641,1
2,tt0469641,7
0,tt0429589,14
1,tt0429589,2
2,tt0429589,13
0,tt0384680,2
1,tt0384680,7
0,tt0399295,19
1,tt0399295,9
2,tt0399295,7
0,tt0368891,18
1,tt0368891,9
2,tt0368891,13
0,tt0325805,19
1,tt0325805,2
2,tt0325805,7
0,tt0268126,2
1,tt0268126,7
0,tt0305973,19
1,tt0305973,7
0,tt0245562,21
1,tt0245562,9
2,tt0245562,7
0,tt0259929,14
1,tt0259929,17
2,tt0259929,23
0,tt0218967,2
1,tt0218967,23
2,tt0218967,7
0,tt0187078,19
1,tt0187078,1
2,tt0187078,9
0,tt0163988,1
1,tt0163988,7
0,tt0134273,19
1,tt0134273,18
2,tt0134273,7
0,tt0120832,19
1,tt0120832,1
2,tt0120832,18
0,tt0120632,11
1,tt0120632,23
2,tt0120632,7
0,tt0118880,19
1,tt0118880,1
2,tt0118880,9
0,tt0117500,1
1,tt0117500,9
2,tt0117500,13
0,tt0113627,11
1,tt0113627,7
0,tt0113552,19
1,tt0113552,1
2,tt0113552,7
0,tt0111477,19
1,tt0111477,2
2,tt0111477,13
0,tt0110167,2
1,tt0110167,11
2,tt0110167,7
0,tt0109951,2
1,tt0109951,7
0,tt0106684,19
1,tt0106684,7
0,tt0105226,19
1,tt0105226,1
2,tt0105226,7
0,tt0106266,19
1,tt0106266,2
0,tt0104438,2
1,tt0104438,11
2,tt0104438,1
0,tt0101004,11
1,tt0101004,1
2,tt0101004,7
0,tt0099844,8
1,tt0099844,23
2,tt0099844,7
0,tt0099575,9
1,tt0099575,13
0,tt0100935,19
1,tt0100935,2
2,tt0100935,7
0,tt0100762,21
1,tt0100762,7
0,tt0095722,2
1,tt0095722,7
0,tt0098577,15
1,tt0098577,2
0,tt0093565,2
1,tt0093565,11
2,tt0093565,7
0,tt0093822,19
1,tt0093822,2
0,tt0091738,2
1,tt0091738,23
2,tt0091738,7
0,tt0090769,6
1,tt0090769,20
2,tt0090769,7
0,tt0086969,21
1,tt0086969,7
0,tt0087089,19
1,tt0087089,8
2,tt0087089,7
0,tt0087968,2
1,tt0087968,11
2,tt0087968,7
0,tt0086216,19
1,tt0086216,11
2,tt0086216,7
0,tt0086525,2
1,tt0086525,11
0,tt0083929,2
1,tt0083929,7
0,tt0082064,2
0,tt13821126,2
1,tt13821126,18
2,tt13821126,7
0,tt11564570,19
1,tt11564570,2
2,tt11564570,7
0,tt8847712,2
1,tt8847712,11
2,tt8847712,7
0,tt0385887,19
1,tt0385887,18
2,tt0385887,7
0,tt0437086,0
1,tt0437086,9
2,tt0437086,13
0,tt5846856,14
1,tt5846856,2
2,tt5846856,13
0,tt5104604,14
1,tt5104604,2
2,tt5104604,13
0,tt4682786,11
1,tt4682786,7
0,tt1700841,14
1,tt1700841,2
2,tt1700841,13
0,tt4788934,14
1,tt4788934,2
2,tt4788934,17
0,tt3530232,2
1,tt3530232,4
2,tt3530232,24
0,tt2562232,2
1,tt2562232,7
0,tt2278388,19
1,tt2278388,2
2,tt2278388,13
0,tt0096697,14
1,tt0096697,2
0,tt1194173,1
1,tt1194173,9
2,tt1194173,13
0,tt1748122,2
1,tt1748122,11
2,tt1748122,7
0,tt1645170,2
0,tt1442437,2
1,tt1442437,11
2,tt1442437,7
0,tt1151359,19
1,tt1151359,2
2,tt1151359,7
0,tt1058017,2
1,tt1058017,11
2,tt1058017,23
0,tt0482572,19
1,tt0482572,1
2,tt0482572,7
0,tt1221815,0
1,tt1221815,9
2,tt1221815,13
0,tt0800080,0
1,tt0800080,9
2,tt0800080,13
0,tt0446755,11
1,tt0446755,7
0,tt0443543,18
1,tt0443543,23
2,tt0443543,7
0,tt0443409,2
0,tt0398027,11
1,tt0398027,1
2,tt0398027,7
0,tt0320661,7
1,tt0320661,9
2,tt0320661,13
0,tt0367479,19
1,tt0367479,2
2,tt0367479,9
0,tt0317740,19
1,tt0317740,1
2,tt0317740,9
0,tt0307901,7
0,tt0289765,19
1,tt0289765,1
2,tt0289765,7
0,tt0120679,11
1,tt0120679,20
2,tt0120679,7
0,tt0266452,19
1,tt0266452,2
2,tt0266452,7
0,tt0171433,2
1,tt0171433,11
2,tt0171433,7
0,tt8884146,3
1,tt8884146,7
0,tt0128442,19
1,tt0128442,7
0,tt0120586,7
0,tt0117318,20
1,tt0117318,7
0,tt0116242,10
1,tt0116242,2
2,tt0116242,11
0,tt0117381,19
1,tt0117381,18
2,tt0117381,7
0,tt0947057,2
0,tt14577304,1
1,tt14577304,9
0,tt14686544,1
1,tt14686544,9
0,tt15391770,1
1,tt15391770,9
2,tt15391770,0
0,tt14555174,1
0,tt14849038,1
1,tt14849038,9
0,tt15837458,1
0,tt14412366,9
0,tt14174168,1
1,tt14174168,9
0,tt13496236,1
1,tt13496236,9
0,tt14577300,1
1,tt14577300,9
0,tt10957044,1
1,tt10957044,9
0,tt1697068,1
1,tt1697068,18
0,tt13265876,1
1,tt13265876,9
0,tt12861508,1
1,tt12861508,9
0,tt12528166,19
1,tt12528166,1
0,tt11656220,19
1,tt11656220,1
2,tt11656220,9
0,tt11762434,0
1,tt11762434,9
2,tt11762434,13
0,tt9820556,15
1,tt9820556,9
2,tt9820556,0
0,tt13316066,3
1,tt13316066,9
0,tt11656172,1
1,tt11656172,9
0,tt10303324,1
1,tt10303324,9
2,tt10303324,7
0,tt9625664,1
1,tt9625664,9
0,tt8809652,19
1,tt8809652,1
0,tt5691552,7
1,tt5691552,2
2,tt5691552,13
0,tt3513498,14
1,tt3513498,2
2,tt3513498,13
0,tt6823368,0
1,tt6823368,1
2,tt6823368,7
0,tt4743226,7
1,tt4743226,9
2,tt4743226,13
0,tt6547170,19
1,tt6547170,9
2,tt6547170,7
0,tt1137450,19
1,tt1137450,9
2,tt1137450,7
0,tt6684714,19
1,tt6684714,9
0,tt5884234,1
1,tt5884234,9
0,tt4694544,2
1,tt4694544,9
0,tt4972582,15
1,tt4972582,1
0,tt3963816,19
1,tt3963816,1
2,tt3963816,9
0,tt4651410,2
1,tt4651410,9
2,tt4651410,1
0,tt4382872,1
1,tt4382872,9
0,tt3164256,2
1,tt3164256,8
2,tt3164256,21
0,tt3480796,1
1,tt3480796,9
2,tt3480796,0
0,tt1085492,1
1,tt1085492,9
0,tt0458481,19
1,tt0458481,1
2,tt0458481,9
0,tt1821694,2
1,tt1821694,9
2,tt1821694,13
0,tt1583421,0
1,tt1583421,9
2,tt1583421,13
0,tt1606378,1
1,tt1606378,9
0,tt1925431,1
1,tt1925431,9
0,tt1276104,0
1,tt1276104,9
2,tt1276104,7
0,tt1366365,1
1,tt1366365,9
0,tt1132449,2
1,tt1132449,11
2,tt1132449,7
0,tt1837673,3
1,tt1837673,9
2,tt1837673,6
0,tt1886493,1
1,tt1886493,9
0,tt1748197,19
1,tt1748197,9
2,tt1748197,7
0,tt3529134,14
1,tt3529134,3
2,tt3529134,9
0,tt1356864,2
1,tt1356864,8
2,tt1356864,7
0,tt1385867,19
1,tt1385867,2
2,tt1385867,9
0,tt0986263,1
1,tt0986263,9
2,tt0986263,0
0,tt0106053,2
1,tt0106053,8
2,tt0106053,5
0,tt1018818,19
1,tt1018818,2
2,tt1018818,18
0,tt3399372,2
1,tt3399372,3
2,tt3399372,9
0,tt0337978,1
1,tt0337978,9
0,tt0457433,19
1,tt0457433,1
2,tt0457433,18
0,tt1077258,2
1,tt1077258,23
2,tt1077258,9
0,tt0937397,14
1,tt0937397,2
2,tt0937397,3
0,tt0469263,0
1,tt0469263,7
2,tt0469263,13
0,tt0460792,2
1,tt0460792,7
0,tt0327084,14
1,tt0327084,2
2,tt0327084,13
0,tt0450232,1
1,tt0450232,9
2,tt0450232,7
0,tt0426883,19
1,tt0426883,20
2,tt0426883,7
0,tt0165598,2
1,tt0165598,11
2,tt0165598,7
0,tt0401792,19
1,tt0401792,1
0,tt0340163,19
1,tt0340163,9
2,tt0340163,7
0,tt0327247,19
1,tt0327247,2
2,tt0327247,1
0,tt0305357,2
1,tt0305357,9
2,tt0305357,13
0,tt0337711,14
1,tt0337711,2
2,tt0337711,13
0,tt0314353,1
1,tt0314353,9
2,tt0314353,7
0,tt0328719,7
0,tt0335126,2
1,tt0335126,17
0,tt0251114,21
1,tt0251114,7
0,tt0219965,19
1,tt0219965,2
2,tt0219965,7
0,tt0217869,0
1,tt0217869,18
2,tt0217869,7
0,tt0219854,2
1,tt0219854,17
2,tt0219854,23
0,tt0190138,19
1,tt0190138,2
0,tt0160916,2
1,tt0160916,11
2,tt0160916,7
0,tt0167404,1
1,tt0167404,18
2,tt0167404,7
0,tt0120618,2
0,tt0118254,2
1,tt0118254,23
2,tt0118254,7
0,tt0176457,15
1,tt0176457,9
2,tt0176457,0
0,tt0377917,0
1,tt0377917,9
2,tt0377917,13
0,tt0120591,0
1,tt0120591,9
2,tt0120591,13
0,tt0120749,19
1,tt0120749,9
2,tt0120749,7
0,tt0119395,19
1,tt0119395,9
2,tt0119395,7
0,tt0115118,14
1,tt0115118,9
2,tt0115118,13
0,tt0103484,2
1,tt0103484,11
0,tt0119116,0
1,tt0119116,9
2,tt0119116,13
0,tt0297040,14
1,tt0297040,17
0,tt0115641,14
1,tt0115641,2
2,tt0115641,13
0,tt0116830,19
1,tt0116830,9
2,tt0116830,7
0,tt0113101,2
0,tt0112864,1
1,tt0112864,9
2,tt0112864,13
0,tt0110684,2
1,tt0110684,7
0,tt11866112,3
1,tt11866112,8
0,tt0109456,11
1,tt0109456,18
2,tt0109456,7
0,tt0110687,7
1,tt0110687,2
2,tt0110687,13
0,tt0108238,19
1,tt0108238,18
2,tt0108238,9
0,tt0107659,19
1,tt0107659,2
2,tt0107659,9
0,tt0104070,15
1,tt0104070,2
2,tt0104070,23
0,tt0105151,19
1,tt0105151,2
2,tt0105151,7
0,tt0102266,19
1,tt0102266,2
2,tt0102266,9
0,tt0101453,19
1,tt0101453,1
2,tt0101453,7
0,tt0102070,2
1,tt0102070,9
2,tt0102070,13
0,tt0102469,1
1,tt0102469,18
0,tt0099423,1
1,tt0099423,9
0,tt0097570,11
1,tt0097570,21
2,tt0097570,7
0,tt0088571,2
1,tt0088571,18
2,tt0088571,7
0,tt0095016,1
1,tt0095016,9
0,tt0096193,19
1,tt0096193,1
2,tt0096193,18
0,tt0092342,2
1,tt0092342,8
0,tt8443610,3
1,tt8443610,8
0,tt0092666,2
1,tt0092666,11
0,tt0095987,2
1,tt0095987,8
0,tt7731986,3
0,tt0086759,19
1,tt0086759,9
2,tt0086759,7
0,tt0084855,7
0,tt0163652,2
0,tt0080738,19
1,tt0080738,1
0,tt4569538,7
0,tt3758542,20
1,tt3758542,7
0,tt4807444,7
0,tt14458442,7
0,tt6524350,14
1,tt6524350,2
2,tt6524350,11
0,tt3272066,11
1,tt3272066,18
2,tt3272066,0
0,tt6264654,2
1,tt6264654,9
2,tt6264654,13
0,tt12597800,2
1,tt12597800,3
2,tt12597800,23
0,tt8206668,19
1,tt8206668,2
2,tt8206668,20
0,tt6348138,14
1,tt6348138,2
2,tt6348138,13
0,tt7074886,24
1,tt7074886,20
2,tt7074886,7
0,tt1485796,10
1,tt1485796,20
2,tt1485796,7
0,tt9313612,10
0,tt3315342,0
1,tt3315342,9
2,tt3315342,7
0,tt3385516,0
1,tt3385516,9
2,tt3385516,13
0,tt1083452,2
1,tt1083452,20
2,tt1083452,7
0,tt3332064,2
1,tt3332064,17
2,tt3332064,13
0,tt1823672,19
1,tt1823672,9
2,tt1823672,7
0,tt2582496,2
1,tt2582496,7
0,tt2692250,2
1,tt2692250,17
2,tt2692250,13
0,tt1877832,0
1,tt1877832,9
2,tt1877832,13
0,tt14998914,8
0,tt1392214,19
1,tt1392214,18
2,tt1392214,7
0,tt1430132,9
1,tt1430132,0
0,tt1333125,2
0,tt1446192,14
1,tt1446192,9
2,tt1446192,13
0,tt0433035,0
1,tt0433035,9
2,tt0433035,7
0,tt1349451,2
1,tt1349451,7
0,tt1541995,24
1,tt1541995,7
0,tt1270798,0
1,tt1270798,9
2,tt1270798,13
0,tt1334106,19
1,tt1334106,9
2,tt1334106,13
0,tt0458525,9
1,tt0458525,0
0,tt0455824,7
1,tt0455824,2
2,tt0455824,13
0,tt0800240,19
1,tt0800240,18
2,tt0800240,7
0,tt1191137,3
0,tt0878801,10
1,tt0878801,2
2,tt0878801,7
0,tt0366548,14
1,tt0366548,2
2,tt0366548,13
0,tt0424095,14
1,tt0424095,2
2,tt0424095,13
0,tt0414993,11
1,tt0414993,18
2,tt0414993,7
0,tt0457513,19
1,tt0457513,2
2,tt0457513,23
0,tt0376994,0
1,tt0376994,9
2,tt0376994,13
0,tt0807737,23
1,tt0807737,9
2,tt0807737,13
0,tt0412022,23
1,tt0412022,9
2,tt0412022,13
0,tt0338526,23
1,tt0338526,9
2,tt0338526,13
0,tt0406310,14
1,tt0406310,3
2,tt0406310,9
0,tt0409026,3
1,tt0409026,7
0,tt0185704,3
1,tt0185704,7
0,tt0290334,1
1,tt0290334,9
2,tt0290334,0
0,tt0035423,2
1,tt0035423,11
2,tt0035423,23
0,tt0244970,2
1,tt0244970,11
0,tt0120903,0
1,tt0120903,9
2,tt0120903,13
0,tt0216048,10
1,tt0216048,12
2,tt0216048,11
0,tt0212936,7
0,tt0180037,2
1,tt0180037,11
0,tt2329424,19
0,tt0106136,12
1,tt0106136,7
0,tt0108709,19
1,tt0108709,9
2,tt0108709,7
0,tt0111927,19
1,tt0111927,18
2,tt0111927,7
0,tt0106054,19
1,tt0106054,7
0,tt7405458,2
1,tt7405458,7
0,tt2123969,7
0,tt14230388,2
1,tt14230388,11
0,tt4593060,7
1,tt4593060,2
2,tt4593060,13
0,tt3704428,8
1,tt3704428,20
2,tt3704428,7
0,tt3420504,0
1,tt3420504,7
2,tt3420504,13
0,tt6878306,7
1,tt6878306,9
2,tt6878306,13
0,tt13143964,2
0,tt7165904,14
1,tt7165904,2
2,tt7165904,13
0,tt6048922,24
1,tt6048922,9
2,tt6048922,7
0,tt3224458,20
1,tt3224458,7
0,tt6294822,7
0,tt7452910,14
1,tt7452910,2
2,tt7452910,3
0,tt4287320,0
1,tt4287320,1
2,tt4287320,7
0,tt3062096,19
1,tt3062096,9
2,tt3062096,13
0,tt3263904,20
1,tt3263904,7
0,tt5543284,2
1,tt5543284,8
0,tt2980210,2
1,tt2980210,11
2,tt2980210,7
0,tt3501590,21
1,tt3501590,7
0,tt3682448,24
1,tt3682448,1
2,tt3682448,7
0,tt7094450,2
1,tt7094450,3
2,tt7094450,17
0,tt3473654,14
1,tt3473654,3
2,tt3473654,13
0,tt2140373,2
1,tt2140373,20
2,tt2140373,7
0,tt2446040,14
1,tt2446040,3
2,tt2446040,13
0,tt1535109,19
1,tt1535109,20
2,tt1535109,13
0,tt2340678,14
1,tt2340678,2
2,tt2340678,3
0,tt1371111,18
1,tt1371111,9
2,tt1371111,7
0,tt1746961,14
1,tt1746961,3
2,tt1746961,9
0,tt0477302,7
1,tt0477302,18
2,tt0477302,13
0,tt2033372,14
1,tt2033372,2
2,tt2033372,3
0,tt0115147,2
1,tt0115147,4
2,tt0115147,5
0,tt1583420,2
1,tt1583420,11
2,tt1583420,7
0,tt1850374,14
1,tt1850374,2
2,tt1850374,3
0,tt0435761,14
1,tt0435761,2
2,tt0435761,13
0,tt0374463,7
1,tt0374463,9
2,tt0374463,13
0,tt0808151,1
1,tt0808151,18
2,tt0808151,9
0,tt0460810,7
1,tt0460810,2
2,tt0460810,13
0,tt0472062,2
1,tt0472062,20
2,tt0472062,7
0,tt0462538,14
1,tt0462538,2
2,tt0462538,13
0,tt0382625,1
1,tt0382625,18
0,tt0317219,14
1,tt0317219,2
2,tt0317219,13
0,tt0338348,14
1,tt0338348,2
2,tt0338348,13
0,tt0377057,2
0,tt0362227,2
1,tt0362227,11
2,tt0362227,7
0,tt0335245,19
1,tt0335245,2
2,tt0335245,1
0,tt0257044,19
1,tt0257044,1
2,tt0257044,7
0,tt0185906,24
1,tt0185906,21
2,tt0185906,7
0,tt0162222,7
1,tt0162222,11
2,tt0162222,13
0,tt0120689,19
1,tt0120689,23
2,tt0120689,7
0,tt0120363,14
1,tt0120363,2
2,tt0120363,13
0,tt0128853,2
1,tt0128853,11
2,tt0128853,7
0,tt0120815,21
1,tt0120815,7
0,tt0120570,24
1,tt0120570,9
2,tt0120570,7
0,tt0117887,2
1,tt0117887,8
2,tt0117887,7
0,tt0114709,14
1,tt0114709,2
2,tt0114709,13
0,tt0112090,2
0,tt0112384,7
1,tt0112384,24
2,tt0112384,13
0,tt0109830,11
1,tt0109830,7
0,tt7116194,3
1,tt7116194,8
0,tt0105994,19
1,tt0105994,18
2,tt0105994,7
0,tt0108160,2
1,tt0108160,11
2,tt0108160,7
0,tt0104694,6
1,tt0104694,2
2,tt0104694,7
0,tt0105211,7
0,tt0099892,2
1,tt0099892,11
0,tt0098536,19
1,tt0098536,2
2,tt0098536,7
0,tt0096734,2
1,tt0096734,18
2,tt0096734,1
0,tt0095927,2
1,tt0095927,11
2,tt0095927,7
0,tt0094737,2
1,tt0094737,23
2,tt0094737,7
0,tt11885402,2
1,tt11885402,3
2,tt11885402,8
0,tt0092925,19
1,tt0092925,2
0,tt0091019,11
1,tt0091019,21
2,tt0091019,7
0,tt0091653,2
1,tt0091653,11
2,tt0091653,7
0,tt0091541,2
0,tt0090274,2
1,tt0090274,13
0,tt0089543,2
1,tt0089543,1
0,tt0086927,2
0,tt0088161,2
1,tt0088161,11
2,tt0088161,23
0,tt0083413,2
1,tt0083413,17
2,tt0083413,7
0,tt0084314,7
1,tt0084314,23
2,tt0084314,13
0,tt0070992,2
1,tt0070992,8
2,tt0070992,17
0,tt0077089,2
0,tt0080202,2
0,tt0075529,2
1,tt0075529,11
2,tt0075529,7
0,tt0080850,15
1,tt0080850,1
0,tt0851471,14
1,tt0851471,2
2,tt0851471,13
0,tt1105769,22
0,tt0455566,1
1,tt0455566,9
2,tt0455566,13
0,tt0311429,23
1,tt0311429,9
2,tt0311429,13
0,tt0181536,7
0,tt0137494,19
1,tt0137494,11
2,tt0137494,9
0,tt0145734,2
1,tt0145734,11
2,tt0145734,7
0,tt0118661,0
1,tt0118661,9
2,tt0118661,13
0,tt0116136,23
1,tt0116136,9
2,tt0116136,13
0,tt0113071,7
1,tt0113071,9
2,tt0113071,13
0,tt0113501,19
1,tt0113501,9
2,tt0113501,7
0,tt0109920,2
0,tt0107969,19
1,tt0107969,9
2,tt0107969,7
0,tt0104839,7
1,tt0104839,11
2,tt0104839,13
0,tt0102034,23
1,tt0102034,9
2,tt0102034,13
0,tt0100530,11
1,tt0100530,1
2,tt0100530,7
0,tt0099810,1
1,tt0099810,9
2,tt0099810,13
0,tt0097328,19
1,tt0097328,7
0,tt0097576,9
1,tt0097576,13
0,tt0095613,2
1,tt0095613,7
0,tt0095897,19
1,tt0095897,18
2,tt0095897,9
0,tt0091605,19
1,tt0091605,18
2,tt0091605,7
0,tt0091203,23
1,tt0091203,9
2,tt0091203,13
0,tt0084750,23
1,tt0084750,9
2,tt0084750,13
0,tt0086006,1
1,tt0086006,9
2,tt0086006,13
0,tt0083947,7
0,tt0084920,2
1,tt0084920,1
2,tt0084920,7
0,tt0081633,2
1,tt0081633,23
2,tt0081633,13
0,tt0082869,19
1,tt0082869,9
2,tt0082869,0
0,tt0079013,11
1,tt0079013,1
2,tt0079013,13
0,tt0079550,0
1,tt0079550,9
2,tt0079550,7
0,tt0079240,19
1,tt0079240,7
2,tt0079240,13
0,tt0075784,24
1,tt0075784,21
2,tt0075784,7
0,tt6164290,3
1,tt6164290,17
0,tt0074962,1
1,tt0074962,9
0,tt0075147,7
1,tt0075147,11
2,tt0075147,13
0,tt0073341,24
1,tt0073341,21
2,tt0073341,13
0,tt0073906,7
1,tt0073906,9
2,tt0073906,13
0,tt0073796,19
1,tt0073796,1
2,tt0073796,7
0,tt0071877,19
1,tt0071877,18
2,tt0071877,7
0,tt0070948,0
1,tt0070948,23
2,tt0070948,13
0,tt0070468,19
1,tt0070468,1
2,tt0070468,7
0,tt0066995,1
1,tt0066995,9
2,tt0066995,13
0,tt0066767,19
1,tt0066767,1
2,tt0066767,9
0,tt0066090,24
1,tt0066090,7
0,tt0067315,7
1,tt0067315,13
0,tt0297621,7
0,tt0213073,7
0,tt0063592,12
0,tt0062512,1
1,tt0062512,9
2,tt0062512,13
0,tt0060414,2
1,tt0060414,11
2,tt0060414,7
0,tt0061139,7
0,tt0059800,1
1,tt0059800,9
2,tt0059800,13
0,tt0059274,21
1,tt0059274,7
0,tt0058150,1
1,tt0058150,9
2,tt0058150,13
0,tt0058329,19
1,tt0058329,18
2,tt0058329,7
0,tt0058754,19
1,tt0058754,1
2,tt0058754,7
0,tt0057076,1
1,tt0057076,9
2,tt0057076,13
0,tt0055928,1
1,tt0055928,9
2,tt0055928,13
0,tt0056197,24
1,tt0056197,9
2,tt0056197,7
0,tt0267267,7
0,tt0055262,2
1,tt0055262,21
0,tt0054898,19
1,tt0054898,7
0,tt4657798,13
0,tt0400618,7
0,tt0914702,2
1,tt0914702,7
0,tt0239157,24
1,tt0239157,7
0,tt1068663,17
1,tt1068663,7
0,tt0990935,7
0,tt0052722,17
1,tt0052722,23
2,tt0052722,13
0,tt0053334,17
1,tt0053334,9
2,tt0053334,13
0,tt0161126,7
0,tt0326417,7
0,tt0051364,11
1,tt0051364,21
2,tt0051364,7
0,tt0441950,7
0,tt0051084,1
0,tt0050099,19
1,tt0050099,9
2,tt0050099,7
0,tt0051713,19
1,tt0051713,1
2,tt0051713,7
0,tt0989125,7
0,tt0401749,9
1,tt0401749,7
0,tt0050772,19
1,tt0050772,9
0,tt0042116,2
0,tt0050058,7
1,tt0050058,13
0,tt5061960,7
0,tt0047728,19
1,tt0047728,7
0,tt0369936,3
1,tt0369936,8
0,tt0048294,2
1,tt0048294,11
2,tt0048294,23
0,tt7820302,19
1,tt7820302,9
2,tt7820302,13
0,tt4919268,2
1,tt4919268,9
2,tt4919268,13
0,tt12312872,19
1,tt12312872,1
2,tt12312872,9
0,tt11012318,19
1,tt11012318,20
2,tt11012318,7
0,tt12530246,1
1,tt12530246,9
0,tt9620288,6
1,tt9620288,20
2,tt9620288,7
0,tt13051974,3
1,tt13051974,0
0,tt12734466,8
0,tt13789088,5
0,tt1502397,19
1,tt1502397,2
2,tt1502397,9
0,tt5814534,14
1,tt5814534,9
2,tt5814534,13
0,tt11429386,14
1,tt11429386,3
2,tt11429386,9
0,tt1025100,0
1,tt1025100,9
2,tt1025100,13
0,tt10777682,8
1,tt10777682,23
0,tt7255568,2
1,tt7255568,9
2,tt7255568,7
0,tt6139732,2
1,tt6139732,17
2,tt6139732,13
0,tt5519340,1
1,tt5519340,23
2,tt5519340,9
0,tt1386697,23
1,tt1386697,9
2,tt1386697,13
0,tt3322364,6
1,tt3322364,20
2,tt3322364,7
0,tt2381941,19
1,tt2381941,2
2,tt2381941,7
0,tt12771922,2
1,tt12771922,8
0,tt1229340,2
0,tt1815862,0
1,tt1815862,9
2,tt1815862,13
0,tt1409024,2
1,tt1409024,9
2,tt1409024,13
0,tt0814314,7
0,tt0448157,23
1,tt0448157,9
2,tt0448157,7
0,tt0480249,7
1,tt0480249,9
2,tt0480249,13
0,tt0454921,20
1,tt0454921,7
0,tt6733326,8
0,tt8300582,8
0,tt0386588,2
1,tt0386588,11
0,tt0343818,18
1,tt0343818,9
2,tt0343818,0
0,tt0362404,2
0,tt0172156,19
1,tt0172156,2
2,tt0172156,9
0,tt8300578,8
0,tt8300568,8
0,tt0120912,2
1,tt0120912,9
2,tt0120912,13
0,tt4353834,8
1,tt4353834,0
0,tt0248667,6
1,tt0248667,20
2,tt0248667,7
0,tt0146984,6
1,tt0146984,23
2,tt0146984,7
0,tt8300518,8
0,tt8300394,8
0,tt0120891,2
1,tt0120891,9
2,tt0120891,0
0,tt6720788,8
0,tt7383472,8
0,tt0120660,1
1,tt0120660,9
0,tt11402440,8
0,tt7263408,8
0,tt6844106,2
1,tt6844106,8
2,tt6844106,0
0,tt6720818,8
0,tt8300430,8
0,tt0119654,2
1,tt0119654,9
2,tt0119654,13
0,tt0116629,0
1,tt0116629,9
2,tt0116629,13
0,tt0098800,2
0,tt0103488,2
1,tt0103488,11
2,tt0103488,7
0,tt0112442,19
1,tt0112442,2
2,tt0112442,9
0,tt6734288,8
0,tt0108149,2
1,tt0108149,18
2,tt0108149,7
0,tt0107478,2
0,tt0105810,19
1,tt0105810,1
2,tt0105810,7
0,tt0101050,2
1,tt0101050,17
2,tt0101050,7
0,tt6175814,8
0,tt8300758,8
0,tt0202179,7
1,tt0202179,2
2,tt0202179,13
0,tt8300642,8
0,tt6734326,8
0,tt8300824,8
0,tt6734318,8
0,tt6734426,8
0,tt6734178,8
0,tt5218270,0
1,tt5218270,9
2,tt5218270,13
0,tt5433140,19
1,tt5433140,9
2,tt5433140,13
0,tt8429660,2
1,tt8429660,9
0,tt13623136,2
1,tt13623136,9
2,tt13623136,13
0,tt13669522,23
1,tt13669522,9
2,tt13669522,13
0,tt13673396,2
1,tt13673396,9
2,tt13673396,13
0,tt5433138,19
1,tt5433138,1
2,tt5433138,9
0,tt11468188,19
1,tt11468188,9
2,tt11468188,7
0,tt1634106,0
1,tt1634106,9
2,tt1634106,13
0,tt8322592,14
1,tt8322592,19
