,mg_movie_href,mg_genre_id
1,tt0101268,7
0,tt0100797,19
1,tt0100797,7
0,tt0099829,7
0,tt0092492,11
1,tt0092492,7
0,tt0097478,2
1,tt0097478,11
0,tt0097136,19
1,tt0097136,2
2,tt0097136,15
0,tt0094466,15
1,tt0094466,1
0,tt0090444,2
0,tt0118930,11
1,tt0118930,7
0,tt0096179,19
1,tt0096179,1
2,tt0096179,7
0,tt0077000,11
1,tt0077000,7
0,tt0093407,19
1,tt0093407,7
0,tt0093638,19
1,tt0093638,1
2,tt0093638,7
0,tt0093640,19
1,tt0093640,9
2,tt0093640,7
0,tt0057731,11
1,tt0057731,7
0,tt0093231,2
1,tt0093231,23
0,tt1123441,0
1,tt1123441,9
2,tt1123441,13
0,tt5617712,0
1,tt5617712,9
2,tt5617712,13
0,tt9603208,1
1,tt9603208,9
2,tt9603208,13
0,tt9603212,1
1,tt9603212,9
2,tt9603212,13
0,tt1745960,9
1,tt1745960,7
0,tt4912910,1
1,tt4912910,9
2,tt4912910,13
0,tt3532216,19
1,tt3532216,2
2,tt3532216,9
0,tt3393786,19
1,tt3393786,1
2,tt3393786,9
0,tt2381249,1
1,tt2381249,9
2,tt2381249,13
0,tt1631867,0
1,tt1631867,9
2,tt1631867,13
0,tt1483013,0
1,tt1483013,9
2,tt1483013,13
0,tt0790724,1
1,tt0790724,9
0,tt1336608,10
1,tt1336608,2
2,tt1336608,7
0,tt1229238,1
1,tt1229238,9
2,tt1229238,13
0,tt1013743,2
1,tt1013743,9
2,tt1013743,13
0,tt0985699,24
1,tt0985699,1
2,tt0985699,7
0,tt0942385,2
1,tt0942385,9
2,tt0942385,21
0,tt0891527,19
1,tt0891527,18
2,tt0891527,7
0,tt0317919,1
1,tt0317919,9
2,tt0317919,13
0,tt0407304,0
1,tt0407304,9
2,tt0407304,13
0,tt0369339,19
1,tt0369339,9
2,tt0369339,7
0,tt0325710,9
1,tt0325710,7
0,tt0181689,19
1,tt0181689,18
2,tt0181689,9
0,tt0259711,11
1,tt0259711,18
2,tt0259711,23
0,tt0120755,1
1,tt0120755,9
2,tt0120755,13
0,tt0175880,7
0,tt5094696,8
0,tt0120663,1
1,tt0120663,18
2,tt0120663,7
0,tt0116695,2
1,tt0116695,11
2,tt0116695,7
0,tt0117060,1
1,tt0117060,9
2,tt0117060,13
0,tt0106918,1
1,tt0106918,18
2,tt0106918,7
0,tt0104257,1
1,tt0104257,7
0,tt0104231,7
1,tt0104231,11
2,tt0104231,13
0,tt0099371,6
1,tt0099371,9
2,tt0099371,7
0,tt0096969,21
1,tt0096969,20
2,tt0096969,7
0,tt0095953,7
0,tt0094889,2
1,tt0094889,11
2,tt0094889,7
0,tt0090863,6
1,tt0090863,7
0,tt0092099,9
1,tt0092099,7
0,tt0089469,11
1,tt0089469,23
2,tt0089469,13
0,tt0085154,6
1,tt0085154,11
2,tt0085154,7
0,tt0086200,19
1,tt0086200,2
2,tt0086200,7
0,tt0086066,19
1,tt0086066,7
0,tt0085868,2
1,tt0085868,7
0,tt0083169,7
0,tt0082329,11
1,tt0082329,7
0,tt7974256,12
0,tt2479722,23
1,tt2479722,9
2,tt2479722,13
0,tt2334867,2
0,tt13064902,1
1,tt13064902,9
2,tt13064902,13
0,tt5765844,19
1,tt5765844,2
2,tt5765844,9
0,tt10408914,14
1,tt10408914,17
2,tt10408914,9
0,tt10437042,23
1,tt10437042,9
2,tt10437042,13
0,tt6450804,0
1,tt6450804,9
2,tt6450804,13
0,tt6218010,17
1,tt6218010,9
2,tt6218010,13
0,tt13389722,8
0,tt10922386,2
0,tt5689068,2
1,tt5689068,9
2,tt5689068,1
0,tt4581576,1
1,tt4581576,7
0,tt16253706,3
0,tt4824394,2
1,tt4824394,9
2,tt4824394,0
0,tt2039625,2
1,tt2039625,3
2,tt2039625,24
0,tt1340138,0
1,tt1340138,9
2,tt1340138,13
0,tt1881002,15
1,tt1881002,0
2,tt1881002,7
0,tt0369179,2
1,tt0369179,11
0,tt8935200,3
1,tt8935200,9
0,tt8935206,3
1,tt8935206,9
0,tt2333784,1
1,tt2333784,9
2,tt2333784,13
0,tt4916238,2
1,tt4916238,13
0,tt1742334,19
1,tt1742334,9
2,tt1742334,7
0,tt8290264,2
1,tt8290264,3
0,tt1211956,1
1,tt1211956,9
0,tt1549920,1
1,tt1549920,9
0,tt1764651,1
1,tt1764651,9
2,tt1764651,13
0,tt1320253,1
1,tt1320253,9
2,tt1320253,13
0,tt0416891,2
0,tt0327437,2
1,tt0327437,9
2,tt0327437,13
0,tt0364056,0
1,tt0364056,9
2,tt0364056,13
0,tt0327850,2
1,tt0327850,9
2,tt0327850,13
0,tt0181852,9
1,tt0181852,0
0,tt0337550,14
1,tt0337550,7
2,tt0337550,13
0,tt0233469,1
1,tt0233469,9
2,tt0233469,7
0,tt15739442,3
1,tt15739442,9
2,tt15739442,0
0,tt0216216,18
1,tt0216216,9
2,tt0216216,0
0,tt7043958,8
0,tt0146675,15
1,tt0146675,23
2,tt0146675,9
0,tt0118688,9
1,tt0118688,0
0,tt0116705,2
1,tt0116705,17
2,tt0116705,13
0,tt0116213,19
1,tt0116213,1
2,tt0116213,9
0,tt0117880,3
1,tt0117880,9
2,tt0117880,0
0,tt0110216,2
1,tt0110216,11
2,tt0110216,0
0,tt0111503,2
1,tt0111503,9
2,tt0111503,1
0,tt15738638,3
1,tt15738638,9
2,tt15738638,0
0,tt0138322,2
1,tt0138322,9
2,tt0138322,13
0,tt0107362,2
1,tt0107362,9
2,tt0107362,13
0,tt8673008,8
0,tt0106673,2
1,tt0106673,11
0,tt0104732,20
1,tt0104732,24
0,tt0103961,2
1,tt0103961,11
0,tt8721720,2
1,tt8721720,3
0,tt0244839,0
1,tt0244839,9
2,tt0244839,13
0,tt5707430,8
0,tt0103064,9
1,tt0103064,0
0,tt8721718,2
1,tt8721718,3
0,tt0099938,19
1,tt0099938,2
2,tt0099938,9
0,tt0100802,0
1,tt0100802,9
2,tt0100802,13
0,tt0096320,19
1,tt0096320,2
0,tt0095963,19
1,tt0095963,2
2,tt0095963,9
0,tt0093773,15
1,tt0093773,9
2,tt0093773,13
0,tt0093894,1
1,tt0093894,9
2,tt0093894,0
0,tt0091828,19
1,tt0091828,1
2,tt0091828,9
0,tt8571360,8
0,tt0088944,1
1,tt0088944,9
2,tt0088944,13
0,tt0089893,23
1,tt0089893,9
2,tt0089893,13
0,tt0088247,9
1,tt0088247,0
0,tt0087078,23
1,tt0087078,9
2,tt0087078,13
0,tt0082198,23
1,tt0082198,9
2,tt0082198,13
0,tt13068070,8
0,tt0080947,20
1,tt0080947,7
0,tt0079858,2
0,tt0080097,12
1,tt0080097,2
0,tt0075575,2
0,tt0068135,19
1,tt0068135,9
2,tt0068135,7
0,tt0075268,2
1,tt0075268,7
0,tt0438076,2
1,tt0438076,11
0,tt0070334,19
1,tt0070334,2
2,tt0070334,7
0,tt0065832,2
1,tt0065832,23
2,tt0065832,13
0,tt14656632,1
1,tt14656632,9
0,tt14084160,2
1,tt14084160,3
0,tt10726424,2
1,tt10726424,9
2,tt10726424,1
0,tt7869070,19
1,tt7869070,1
0,tt10742930,8
0,tt5862166,19
1,tt5862166,18
2,tt5862166,7
0,tt7052494,6
1,tt7052494,9
2,tt7052494,7
0,tt6749318,19
1,tt6749318,9
2,tt6749318,7
0,tt1801552,19
1,tt1801552,20
2,tt1801552,7
0,tt3212232,1
1,tt3212232,9
0,tt2788432,19
1,tt2788432,20
2,tt2788432,7
0,tt3608930,12
1,tt3608930,9
0,tt6191810,8
0,tt3687310,19
1,tt3687310,1
2,tt3687310,7
0,tt3727202,1
1,tt3727202,9
0,tt2376218,19
1,tt2376218,1
2,tt2376218,7
0,tt2520946,2
0,tt11852776,8
0,tt1615065,19
1,tt1615065,9
2,tt1615065,7
0,tt1179034,19
1,tt1179034,1
2,tt1179034,9
0,tt0976238,2
1,tt0976238,17
0,tt0397892,14
1,tt0397892,2
2,tt0397892,13
0,tt0427327,10
1,tt0427327,2
2,tt0427327,7
0,tt0486946,2
1,tt0486946,9
2,tt0486946,13
0,tt0441774,19
1,tt0441774,20
2,tt0441774,7
0,tt0401623,14
1,tt0401623,3
2,tt0401623,22
0,tt0377471,19
1,tt0377471,2
2,tt0377471,8
0,tt0349710,1
1,tt0349710,9
2,tt0349710,7
0,tt0369672,7
0,tt0330793,19
1,tt0330793,9
2,tt0330793,7
0,tt0264395,19
1,tt0264395,9
2,tt0264395,7
0,tt0249478,19
1,tt0249478,1
0,tt0244244,19
1,tt0244244,1
2,tt0244244,9
0,tt0111945,2
0,tt0219952,19
1,tt0219952,2
0,tt0185183,0
1,tt0185183,9
2,tt0185183,13
0,tt0144214,19
1,tt0144214,18
2,tt0144214,7
0,tt0248271,14
1,tt0248271,17
2,tt0248271,7
0,tt0120633,7
0,tt0120863,24
1,tt0120863,21
2,tt0120863,7
0,tt0169376,2
0,tt0119942,2
1,tt0119942,7
0,tt0119592,19
1,tt0119592,1
2,tt0119592,7
0,tt0119094,19
1,tt0119094,9
2,tt0119094,0
0,tt0120112,11
1,tt0120112,7
0,tt0117038,2
1,tt0117038,23
2,tt0117038,7
0,tt0117333,11
1,tt0117333,23
2,tt0117333,7
0,tt0115759,1
1,tt0115759,9
2,tt0115759,13
0,tt0113161,19
1,tt0113161,2
2,tt0113161,1
0,tt0114928,1
1,tt0114928,7
0,tt0110912,19
1,tt0110912,7
0,tt0107438,2
1,tt0107438,11
2,tt0107438,17
0,tt0101500,2
1,tt0101500,9
0,tt0102913,11
1,tt0102913,8
2,tt0102913,7
0,tt0101844,7
0,tt0100050,2
1,tt0100050,11
2,tt0100050,17
0,tt0101560,19
1,tt0101560,9
2,tt0101560,7
0,tt0097778,2
0,tt0097314,2
0,tt0092620,19
1,tt0092620,18
2,tt0092620,7
0,tt11973620,3
1,tt11973620,8
0,tt0089798,11
1,tt0089798,7
0,tt0283517,8
0,tt6816190,8
0,tt0086494,2
1,tt0086494,11
2,tt0086494,23
0,tt6816172,8
0,tt0086361,11
1,tt0086361,8
2,tt0086361,7
0,tt0082085,19
1,tt0082085,18
2,tt0082085,7
0,tt0081696,12
1,tt0081696,11
2,tt0081696,7
0,tt0072582,2
0,tt0077942,11
1,tt0077942,7
0,tt0077631,10
1,tt0077631,2
2,tt0077631,11
0,tt0076666,8
1,tt0076666,7
0,tt0074236,11
1,tt0074236,20
2,tt0074236,7
0,tt0074285,15
1,tt0074285,18
0,tt0074027,2
0,tt0075320,7
0,tt0072869,15
0,tt0063928,7
0,tt0071911,19
1,tt0071911,1
2,tt0071911,7
0,tt0068126,19
1,tt0068126,7
0,tt0066696,7
0,tt0068067,2
1,tt0068067,9
2,tt0068067,13
0,tt6465742,0
1,tt6465742,9
2,tt6465742,13
0,tt3291150,1
1,tt3291150,9
2,tt3291150,13
0,tt6791350,2
1,tt6791350,9
2,tt6791350,13
0,tt5500218,23
1,tt5500218,9
2,tt5500218,7
0,tt16058736,6
1,tt16058736,7
0,tt6334354,2
1,tt6334354,9
2,tt6334354,13
0,tt1206885,1
1,tt1206885,9
0,tt6772804,19
1,tt6772804,1
2,tt6772804,9
0,tt9398566,23
1,tt9398566,9
2,tt9398566,13
0,tt3588588,19
1,tt3588588,9
2,tt3588588,7
0,tt6343314,6
1,tt6343314,7
0,tt6513656,19
1,tt6513656,18
2,tt6513656,9
0,tt5555260,2
1,tt5555260,11
2,tt5555260,7
0,tt4155534,14
1,tt4155534,2
2,tt4155534,13
0,tt3896198,2
1,tt3896198,9
2,tt3896198,13
0,tt2865120,14
1,tt2865120,9
2,tt2865120,13
0,tt3076658,6
1,tt3076658,9
2,tt3076658,7
0,tt0959306,19
1,tt0959306,2
2,tt0959306,7
0,tt1308729,19
1,tt1308729,1
2,tt1308729,9
0,tt1222817,2
1,tt1222817,17
2,tt1222817,23
0,tt1144804,2
1,tt1144804,11
2,tt1144804,9
0,tt0462499,1
1,tt0462499,9
2,tt0462499,13
0,tt3125766,2
1,tt3125766,3
2,tt3125766,6
0,tt0479143,6
1,tt0479143,9
2,tt0479143,7
0,tt0364828,19
1,tt0364828,7
0,tt0338459,2
1,tt0338459,9
2,tt0338459,13
0,tt0323939,19
1,tt0323939,1
0,tt0295721,19
1,tt0295721,2
2,tt0295721,9
0,tt0275947,19
1,tt0275947,2
2,tt0275947,9
0,tt0160184,19
1,tt0160184,1
0,tt0132245,6
1,tt0132245,9
2,tt0132245,7
0,tt0208988,19
1,tt0208988,9
2,tt0208988,7
0,tt0120587,14
1,tt0120587,2
2,tt0120587,13
0,tt0119216,19
1,tt0119216,2
0,tt0118577,2
0,tt0116040,7
1,tt0116040,9
2,tt0116040,13
0,tt0112401,19
1,tt0112401,1
2,tt0112401,9
0,tt0113492,19
1,tt0113492,9
2,tt0113492,0
0,tt0159144,2
1,tt0159144,3
0,tt0111255,1
1,tt0111255,9
2,tt0111255,7
0,tt0353346,19
1,tt0353346,9
2,tt0353346,0
0,tt0106697,1
1,tt0106697,9
2,tt0106697,0
0,tt0106582,1
1,tt0106582,9
2,tt0106582,13
0,tt0105477,2
1,tt0105477,9
0,tt0098780,2
0,tt0102603,19
1,tt0102603,2
0,tt0100507,6
1,tt0100507,7
0,tt0098439,19
1,tt0098439,2
2,tt0098439,9
0,tt0097770,19
1,tt0097770,9
2,tt0097770,7
0,tt0095956,9
1,tt0095956,13
0,tt8463396,8
0,tt0093692,6
1,tt0093692,9
2,tt0093692,7
0,tt0090859,19
1,tt0090859,1
2,tt0090859,9
0,tt0089927,6
1,tt0089927,7
0,tt0089880,1
1,tt0089880,9
2,tt0089880,13
0,tt0088001,2
1,tt0088001,8
0,tt0083944,9
1,tt0083944,13
0,tt0084602,6
1,tt0084602,7
0,tt0083284,6
1,tt0083284,21
2,tt0083284,7
0,tt0082817,19
1,tt0082817,1
2,tt0082817,9
0,tt0079817,6
1,tt0079817,7
0,tt0074028,2
1,tt0074028,8
2,tt0074028,17
0,tt0078056,7
0,tt0077531,19
1,tt0077531,1
2,tt0077531,7
0,tt0075148,6
1,tt0075148,7
0,tt0074279,19
1,tt0074279,2
2,tt0074279,9
0,tt0069599,19
1,tt0069599,9
2,tt0069599,7
0,tt0069620,19
1,tt0069620,9
2,tt0069620,7
0,tt0072973,19
1,tt0072973,1
2,tt0072973,18
0,tt0072856,2
1,tt0072856,9
2,tt0072856,0
0,tt0072761,19
1,tt0072761,20
2,tt0072761,7
0,tt0072034,2
0,tt0071772,2
1,tt0071772,11
2,tt0071772,7
0,tt0066156,1
0,tt0066808,2
0,tt0067576,2
0,tt0065904,16
1,tt0065904,2
2,tt0065904,7
0,tt6344712,7
0,tt14321422,7
0,tt14153080,7
0,tt7469828,19
1,tt7469828,9
2,tt7469828,7
0,tt13141250,1
0,tt13329976,19
0,tt8385148,19
1,tt8385148,2
2,tt8385148,9
0,tt7255502,2
1,tt7255502,7
0,tt13356646,0
1,tt13356646,23
2,tt13356646,7
0,tt5932368,1
0,tt6802400,2
0,tt8456094,14
1,tt8456094,2
2,tt8456094,17
0,tt13623948,3
0,tt6189022,1
1,tt6189022,9
0,tt5523010,17
1,tt5523010,23
2,tt5523010,13
0,tt3920820,6
1,tt3920820,20
2,tt3920820,7
0,tt4244998,7
1,tt4244998,9
2,tt4244998,13
0,tt5721088,19
1,tt5721088,2
0,tt3501074,1
1,tt3501074,7
0,tt2568862,19
1,tt2568862,2
0,tt2638144,7
1,tt2638144,9
2,tt2638144,13
0,tt3110958,2
1,tt3110958,9
2,tt3110958,13
0,tt3300542,1
1,tt3300542,9
0,tt3181776,19
1,tt3181776,1
2,tt3181776,9
0,tt2637276,2
0,tt2493486,24
1,tt2493486,9
2,tt2493486,7
0,tt3324558,7
1,tt3324558,24
2,tt3324558,22
0,tt2978462,17
1,tt2978462,7
0,tt2933544,2
1,tt2933544,7
0,tt2872732,1
1,tt2872732,9
2,tt2872732,0
0,tt1709835,3
1,tt1709835,17
2,tt1709835,23
0,tt1490017,14
1,tt1490017,9
2,tt1490017,13
0,tt1670345,19
1,tt1670345,1
2,tt1670345,18
0,tt2302755,1
1,tt2302755,9
0,tt1345836,19
1,tt1345836,9
2,tt1345836,7
0,tt1839654,2
1,tt1839654,7
0,tt1564349,17
1,tt1564349,7
0,tt0816462,23
1,tt0816462,9
2,tt0816462,13
0,tt1245526,19
1,tt1245526,2
2,tt1245526,9
0,tt1408430,24
1,tt1408430,20
2,tt1408430,22
0,tt1057500,24
1,tt1057500,20
2,tt1057500,7
0,tt1107860,19
1,tt1107860,2
0,tt1112782,19
1,tt1112782,1
2,tt1112782,9
0,tt0468569,19
1,tt0468569,9
2,tt0468569,7
0,tt0493464,19
1,tt0493464,1
2,tt0493464,9
0,tt0808435,7
0,tt0825232,7
1,tt0825232,2
2,tt0825232,13
0,tt0800027,11
1,tt0800027,7
0,tt0452623,19
1,tt0452623,18
2,tt0452623,7
0,tt0413099,2
1,tt0413099,17
2,tt0413099,23
0,tt0445946,19
1,tt0445946,9
2,tt0445946,7
0,tt0499603,2
1,tt0499603,7
0,tt0425210,19
1,tt0425210,1
2,tt0425210,7
0,tt0472251,24
0,tt0350261,11
1,tt0350261,17
2,tt0350261,7
0,tt0450392,19
1,tt0450392,9
2,tt0450392,13
0,tt0372784,19
1,tt0372784,9
0,tt0342258,19
1,tt0342258,9
2,tt0342258,7
0,tt1024234,24
1,tt1024234,22
0,tt0405159,6
1,tt0405159,7
0,tt0457610,3
0,tt0315824,19
1,tt0315824,2
0,tt0372311,19
1,tt0372311,9
2,tt0372311,7
0,tt0315327,2
1,tt0315327,23
0,tt0285531,15
1,tt0285531,0
2,tt0285531,7
0,tt0304328,19
1,tt0304328,7
0,tt0094416,24
1,tt0094416,20
2,tt0094416,22
0,tt0164184,1
1,tt0164184,9
2,tt0164184,7
0,tt0257756,19
1,tt0257756,18
2,tt0257756,7
0,tt0164334,1
1,tt0164334,7
0,tt0171580,19
1,tt0171580,2
2,tt0171580,7
0,tt0164212,19
1,tt0164212,1
2,tt0164212,7
0,tt0120647,0
1,tt0120647,9
2,tt0120647,7
0,tt0120696,19
1,tt0120696,9
2,tt0120696,7
0,tt0118607,24
1,tt0118607,20
2,tt0118607,7
0,tt0119468,19
1,tt0119468,18
2,tt0119468,7
0,tt0115857,0
1,tt0115857,9
2,tt0115857,7
0,tt0117071,11
1,tt0117071,7
0,tt0111161,7
0,tt13099266,14
1,tt13099266,3
0,tt0105695,12
1,tt0105695,7
0,tt0105159,6
1,tt0105159,7
0,tt4201912,14
0,tt0250787,24
1,tt0250787,21
2,tt0250787,22
0,tt0102798,7
1,tt0102798,9
2,tt0102798,13
0,tt0099165,2
1,tt0099165,11
2,tt0099165,7
0,tt0098769,24
1,tt0098769,21
2,tt0098769,22
0,tt0255132,2
1,tt0255132,17
2,tt0255132,7
0,tt0097239,7
0,tt0097626,19
1,tt0097626,1
2,tt0097626,7
0,tt0097722,7
0,tt0094884,7
0,tt0094885,19
1,tt0094885,1
2,tt0094885,9
0,tt0093021,7
0,tt0094056,19
1,tt0094056,1
2,tt0094056,7
0,tt0091844,7
0,tt0089111,19
1,tt0089111,7
0,tt0088634,15
1,tt0088634,23
2,tt0088634,7
0,tt0090151,19
1,tt0090151,7
0,tt0089555,20
1,tt0089555,7
0,tt0088750,19
1,tt0088750,18
2,tt0088750,7
0,tt0088242,2
1,tt0088242,7
0,tt0087386,7
0,tt0179757,24
1,tt0179757,7
0,tt0082719,20
1,tt0082719,7
0,tt0080290,11
1,tt0080290,7
0,tt0072559,11
1,tt0072559,7
0,tt0082353,19
1,tt0082353,18
2,tt0082353,7
0,tt0080474,19
1,tt0080474,7
0,tt0080392,7
0,tt0079379,24
1,tt0079379,7
0,tt0079299,7
0,tt0331805,7
0,tt0078173,7
0,tt0066651,2
1,tt0066651,17
0,tt0069797,1
1,tt0069797,18
0,tt0067982,17
1,tt0067982,7
0,tt1624378,7
0,tt0375390,2
1,tt0375390,7
0,tt0063801,2
0,tt0060660,8
1,tt0060660,7
0,tt0059575,7
0,tt15297676,1
1,tt15297676,7
0,tt14138650,19
1,tt14138650,18
2,tt14138650,15
0,tt1950186,20
1,tt1950186,9
2,tt1950186,7
0,tt6266538,2
1,tt6266538,20
2,tt6266538,7
0,tt2388771,7
1,tt2388771,23
2,tt2388771,13
0,tt5478478,12
1,tt5478478,7
0,tt4776998,7
1,tt4776998,9
2,tt4776998,13
0,tt2101383,11
1,tt2101383,7
0,tt1528100,7
1,tt1528100,9
2,tt1528100,13
0,tt1206543,19
1,tt1206543,9
2,tt1206543,7
0,tt1410063,24
1,tt1410063,11
2,tt1410063,7
0,tt0964517,6
1,tt0964517,20
2,tt0964517,7
0,tt0438488,9
1,tt0438488,0
0,tt0368794,8
1,tt0368794,20
2,tt0368794,7
0,tt0482571,0
1,tt0482571,18
2,tt0482571,7
0,tt0462504,20
1,tt0462504,9
2,tt0462504,7
0,tt0402399,24
1,tt0402399,20
2,tt0402399,7
0,tt0433387,19
1,tt0433387,9
2,tt0433387,7
0,tt0347149,14
1,tt0347149,17
2,tt0347149,13
0,tt0361862,1
1,tt0361862,7
0,tt0238380,0
1,tt0238380,9
2,tt0238380,7
0,tt0253556,23
1,tt0253556,9
2,tt0253556,13
0,tt0298408,7
0,tt0238112,11
1,tt0238112,8
2,tt0238112,7
0,tt0162650,19
1,tt0162650,1
2,tt0162650,9
0,tt0144084,19
1,tt0144084,15
2,tt0144084,7
0,tt0214930,7
0,tt0140379,2
1,tt0140379,11
2,tt0140379,23
0,tt0120584,7
1,tt0120584,1
2,tt0120584,13
0,tt0120879,8
1,tt0120879,7
0,tt0119665,2
1,tt0119665,7
0,tt0117582,1
1,tt0117582,7
0,tt0117364,11
1,tt0117364,7
0,tt0114148,14
1,tt0114148,7
2,tt0114148,13
0,tt0110367,11
1,tt0110367,17
2,tt0110367,7
0,tt0110891,7
1,tt0110891,13
0,tt0108265,8
1,tt0108265,7
0,tt0104990,24
1,tt0104990,17
2,tt0104990,7
0,tt0102485,18
0,tt0100813,19
1,tt0100813,9
2,tt0100813,13
0,tt0097499,20
1,tt0097499,9
2,tt0097499,7
0,tt0092965,24
1,tt0092965,9
2,tt0092965,7
0,tt0093543,17
1,tt0093543,23
2,tt0093543,13
0,tt0090446,7
0,tt0090638,18
1,tt0090638,20
2,tt0090638,7
0,tt3969420,1
1,tt3969420,9
0,tt12844100,19
1,tt12844100,1
2,tt12844100,9
0,tt10366206,19
1,tt10366206,1
2,tt10366206,9
0,tt8912936,14
1,tt8912936,9
2,tt8912936,13
0,tt10838180,9
1,tt10838180,0
0,tt3810192,19
1,tt3810192,9
2,tt3810192,7
0,tt1086064,2
1,tt1086064,8
2,tt1086064,13
0,tt4823776,14
1,tt4823776,2
2,tt4823776,13
0,tt9398640,2
0,tt1979376,14
1,tt1979376,2
2,tt1979376,13
0,tt7374948,2
1,tt7374948,11
0,tt6146586,19
1,tt6146586,1
2,tt6146586,9
0,tt4154916,0
1,tt4154916,1
2,tt4154916,7
0,tt6987770,2
1,tt6987770,11
2,tt6987770,7
0,tt6494418,19
1,tt6494418,11
2,tt6494418,1
0,tt5324116,19
1,tt5324116,2
0,tt5228262,2
1,tt5228262,7
0,tt8138184,8
0,tt4425200,19
1,tt4425200,1
2,tt4425200,9
0,tt5541240,7
0,tt11377126,3
0,tt6358260,2
1,tt6358260,3
0,tt4334266,15
1,tt4334266,18
2,tt4334266,9
0,tt1974419,15
1,tt1974419,1
0,tt3503406,19
1,tt3503406,18
2,tt3503406,7
0,tt4139124,19
1,tt4139124,2
2,tt4139124,9
0,tt5376424,2
1,tt5376424,3
0,tt4019560,19
1,tt4019560,18
2,tt4019560,7
0,tt3546436,2
0,tt3605418,1
1,tt3605418,7
0,tt2911666,19
1,tt2911666,1
2,tt2911666,9
0,tt9130252,3
1,tt9130252,9
0,tt1335975,23
1,tt1335975,9
2,tt1335975,7
0,tt2016940,9
1,tt2016940,7
0,tt1718158,7
0,tt1220888,19
1,tt1220888,2
2,tt1220888,7
0,tt1300926,2
0,tt1134629,2
1,tt1134629,11
2,tt1134629,7
0,tt0970416,0
1,tt0970416,1
2,tt0970416,7
0,tt0421073,19
1,tt0421073,1
2,tt0421073,9
0,tt0410297,11
1,tt0410297,23
2,tt0410297,7
0,tt0405296,14
1,tt0405296,19
2,tt0405296,7
0,tt2092429,3
0,tt0360486,15
1,tt0360486,23
2,tt0360486,9
0,tt0318761,2
1,tt0318761,7
0,tt0436262,2
1,tt0436262,7
0,tt0337741,2
1,tt0337741,11
2,tt0337741,7
0,tt0242653,9
1,tt0242653,0
0,tt0368574,14
1,tt0368574,3
2,tt0368574,0
0,tt0277828,0
1,tt0277828,9
2,tt0277828,13
0,tt0234215,9
1,tt0234215,0
0,tt0328832,14
1,tt0328832,9
2,tt0328832,13
0,tt0180734,6
1,tt0180734,2
2,tt0180734,7
0,tt0230838,11
1,tt0230838,7
0,tt0219699,15
1,tt0219699,23
2,tt0219699,7
0,tt0204626,19
1,tt0204626,18
2,tt0204626,7
0,tt0191397,2
1,tt0191397,6
0,tt0160518,7
0,tt0206467,2
0,tt0133093,9
1,tt0133093,0
0,tt0119502,11
1,tt0119502,20
2,tt0119502,7
0,tt0116289,19
1,tt0116289,2
2,tt0116289,7
0,tt0114887,11
1,tt0114887,7
0,tt0113481,0
1,tt0113481,9
2,tt0113481,7
0,tt0111257,1
1,tt0111257,9
2,tt0111257,13
0,tt0107426,7
0,tt0106834,2
1,tt0106834,11
2,tt0106834,7
0,tt0109838,2
1,tt0109838,0
0,tt0103874,15
1,tt0103874,23
2,tt0103874,7
0,tt3267018,11
1,tt3267018,8
0,tt0102494,7
0,tt0101452,2
1,tt0101452,23
2,tt0101452,13
0,tt0102685,19
1,tt0102685,1
2,tt0102685,9
0,tt0175080,7
0,tt0098752,14
1,tt0098752,2
2,tt0098752,13
0,tt0100822,2
1,tt0100822,11
0,tt0099819,19
1,tt0099819,2
0,tt0092469,2
1,tt0092469,8
0,tt0098067,2
1,tt0098067,7
0,tt0176357,2
1,tt0176357,11
2,tt0176357,7
0,tt0096928,2
1,tt0096928,8
2,tt0096928,13
0,tt0094947,11
1,tt0094947,7
0,tt0095903,2
1,tt0095903,7
0,tt0095853,11
1,tt0095853,8
2,tt0095853,7
0,tt0095730,2
0,tt10850630,3
0,tt10854680,3
0,tt0190206,2
0,tt10854492,3
0,tt0090683,17
1,tt0090683,23
2,tt0090683,13
0,tt0092134,7
0,tt0091860,19
1,tt0091860,7
0,tt0090775,19
1,tt0090775,9
2,tt0090775,7
0,tt0091065,6
1,tt0091065,11
2,tt0091065,7
0,tt0046593,7
1,tt0046593,17
2,tt0046593,13
0,tt0090588,19
1,tt0090588,20
2,tt0090588,7
0,tt0092272,6
1,tt0092272,11
2,tt0092272,7
0,tt0223844,19
1,tt0223844,3
0,tt0341142,2
0,tt0089480,2
1,tt0089480,11
2,tt0089480,7
0,tt0088582,19
1,tt0088582,7
0,tt10854570,3
0,tt0335674,2
0,tt11358390,15
1,tt11358390,2
0,tt1462759,12
1,tt1462759,7
0,tt8593824,19
1,tt8593824,9
2,tt8593824,7
0,tt14827638,2
1,tt14827638,9
0,tt11291274,2
0,tt13060064,19
1,tt13060064,9
2,tt13060064,13
0,tt11003218,1
1,tt11003218,7
0,tt8114980,15
1,tt8114980,2
2,tt8114980,9
0,tt6372694,1
1,tt6372694,9
2,tt6372694,0
0,tt2850386,14
1,tt2850386,2
2,tt2850386,13
0,tt9624766,1
1,tt9624766,9
2,tt9624766,0
0,tt8380776,1
1,tt8380776,9
0,tt7394816,1
1,tt7394816,9
0,tt8535180,1
1,tt8535180,9
0,tt5792656,19
1,tt5792656,1
2,tt5792656,7
0,tt5073642,15
1,tt5073642,18
2,tt5073642,0
0,tt3758162,1
